code,field,university,avg_pref_success,base_2019,base_2020,base_2021,base_2022,base_2023,base_2024,base_2025,base_2026
342,1/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,6.0,9279.0,7425.0,8573.0,9260.0,9700.0,9190.0,8525.0,8325.0
344,2/4,ΠΑΝ. ΑΙΓΑΙΟΥ,4.0,6160.0,3150.0,9203.0,9305.0,9985.0,9800.0,9660.0,11070.0
345,4,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,3.0,11023.0,11925.0,11395.0,11850.0,11475.0,11375.0,11450.0,11225.0
347,4,ΟΠΑ,2.0,16371.0,16325.0,16509.0,15695.0,16200.0,15340.0,15775.0,15925.0
348,1,ΠΑΝ. ΑΙΓΑΙΟΥ,5.0,11187.0,9125.0,8865.0,8940.0,9180.0,8840.0,8560.0,8840.0
350,4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,11703.0,12625.0,11995.0,12186.0,12247.0,11795.0,11851.0,11802.0
351,1,ΠΑΝ. ΚΡΗΤΗΣ,5.0,11061.0,10375.0,9546.0,9075.0,9425.0,9250.0,9300.0,8975.0
352,4,ΠΑΝ. ΠΑΤΡΩΝ,3.0,9823.0,11150.0,10943.0,11425.0,11500.0,11625.0,11900.0,11640.0
353,2/3/4,ΔΠΘ,5.0,7297.0,3825.0,9490.0,9525.0,8650.0,9050.0,9125.0,8975.0
354,1/4,ΠΑΝ. ΑΙΓΑΙΟΥ,6.0,8898.0,7100.0,8526.0,8650.0,8935.0,8790.0,8355.0,7970.0
355,1/4,ΠΑΝ. ΠΕΙΡΑΙΑ,2.0,18163.0,18145.0,17689.0,16960.0,17560.0,16795.0,18990.0,18950.0
356,2/4,ΧΑΡΟΚΟΠΕΙΟ,4.0,8647.0,9375.0,10307.0,10775.0,10775.0,11425.0,10725.0,11250.0
357,1,ΑΠΘ,3.0,15581.0,15800.0,15210.0,13780.0,14610.0,14320.0,14410.0,14730.0
360,2/3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,6.0,8807.0,6550.0,10720.0,9525.0,9325.0,9600.0,9600.0,9900.0
361,4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,7566.0,9175.0,9491.0,9770.0,9470.0,9670.0,10030.0,10325.0
362,1/2/3/4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,9721.0,7900.0,8225.0,9125.0,9425.0,9150.0,9075.0,9025.0
363,2,ΑΠΘ,4.0,9265.0,9750.0,10071.0,11075.0,11575.0,11175.0,11350.0,12050.0
366,2/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,4.0,10745.0,10350.0,10011.0,10770.0,10290.0,9630.0,8640.0,9190.0
367,1/2/3/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,3.0,10137.0,8600.0,9464.0,9725.0,9670.0,9570.0,9410.0,9675.0
369,2/3/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,12650.0,10650.0,11274.0,11825.0,12525.0,12725.0,12515.0,12718.0
370,2,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,3.0,11859.0,12760.0,14099.0,13950.0,14630.0,14575.0,15470.0,16020.0
372,2/3,ΠΑΝ. ΑΙΓΑΙΟΥ,6.0,9819.0,7050.0,9217.0,9525.0,9325.0,9600.0,9600.0,9900.0
373,1,ΔΠΘ,4.0,12372.0,11850.0,11021.0,9685.0,10115.0,10220.0,10660.0,10735.0
375,4,ΠΑΝ. ΠΕΙΡΑΙΑ,3.0,14694.0,15055.0,13885.0,14540.0,15290.0,14985.0,14785.0,14860.0
384,1,ΑΣΚΤ,3.0,12739.0,11900.0,11544.0,10570.0,10500.0,10060.0,10210.0,10065.0
385,1,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,2.0,16019.0,13640.0,16778.0,16880.0,17720.0,14820.0,14300.0,14360.0
387,2,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,11247.0,10700.0,11645.0,11730.0,12000.0,12820.0,14520.0,15700.0
388,2/3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,14193.0,13000.0,14004.0,14130.0,13655.0,13665.0,13885.0,14765.0
389,2/4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,9668.0,9900.0,10417.0,10840.0,10988.0,11832.0,12032.0,12952.0
390,2/4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,13678.0,13975.0,14464.0,14792.0,15276.0,15380.0,15336.0,15436.0
391,2,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,9003.0,8775.0,9648.0,9920.0,10160.0,11220.0,11950.0,12750.0
392,2,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,3.0,12994.0,12500.0,12984.0,13089.0,13620.0,14367.0,15477.0,16912.0
393,2,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,3.0,12818.0,12200.0,12894.0,12470.0,12620.0,13980.0,14850.0,16360.0
394,2,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,10014.0,9975.0,10779.0,10780.0,11345.0,12785.0,13600.0,15000.0
400,4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,5918.0,6025.0,7554.0,8375.0,8500.0,8750.0,8940.0,8980.0
401,1/2/3/4,ΕΚΠΑ,2.0,17501.0,17450.0,17416.0,16816.0,16999.0,17096.0,17399.0,17226.0
402,1/2/3/4,ΑΠΘ,3.0,15017.0,14609.0,14056.0,13479.0,13235.0,13945.0,13729.0,13440.0
403,1/2/3/4,ΑΠΘ,2.0,17045.0,17116.0,17180.0,16289.0,16406.0,16811.0,17161.0,17060.0
404,1/2/3/4,ΔΠΘ,3.0,14617.0,13941.0,13171.0,12479.0,12791.0,13444.0,13219.0,13425.0
405,1/2/3/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,15828.0,15666.0,15054.0,14511.0,14906.0,14860.0,15134.0,15470.0
406,1/2/3/4,ΑΠΘ,1.0,13578.0,14120.0,11377.0,11215.0,9810.0,14310.0,14590.0,14150.0
407,1/2/3/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,2.0,13120.0,12470.0,12820.0,13350.0,12380.0,12880.0,13440.0,10980.0
408,1/2/3/4,ΕΚΠΑ,1.0,13020.0,9950.0,10263.0,11360.0,11130.0,14510.0,15050.0,15150.0
409,1/2/3/4,ΠΑΝ. ΜΑΚΕΔ.,1.0,14430.0,14790.0,14450.0,14860.0,14960.0,15380.0,15600.0,15540.0
411,1,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,13046.0,13000.0,11237.0,11480.0,11400.0,11240.0,11530.0,11730.0
412,2/4,ΧΑΡΟΚΟΠΕΙΟ,4.0,15139.0,15575.0,16082.0,16220.0,16910.0,16170.0,16320.0,16360.0
413,1,ΑΕΑ ΑΘΗΝΑΣ,6.0,8197.0,6650.0,8753.0,15425.0,11895.0,10010.0,9130.0,13555.0
416,1,ΑΕΑ ΚΡΗΤΗΣ,6.0,7657.0,6175.0,10475.0,10335.0,0.0,9760.0,0.0,0.0
476,2,ΔΠΘ,5.0,7270.0,6750.0,9300.0,9200.0,9050.0,9320.0,9790.0,10660.0
477,2,ΑΣΠΑΙΤΕ,4.0,8263.0,7400.0,10205.0,10005.0,10350.0,10255.0,10255.0,10865.0
497,2,ΑΣΠΑΙΤΕ,4.0,7293.0,6550.0,9298.0,9445.0,10855.0,10250.0,10315.0,11345.0
507,2,ΑΣΠΑΙΤΕ,5.0,6631.0,5650.0,9161.0,9695.0,11145.0,10430.0,10815.0,13030.0
612,4,ΠΑΝ. ΑΙΓΑΙΟΥ,3.0,5925.0,5900.0,8294.0,10860.0,10890.0,10975.0,11550.0,10955.0
613,1/4,ΑΣΤΕ,3.0,11391.0,9000.0,9721.0,11256.0,11628.0,11678.0,11312.0,10992.0
614,1/4,ΑΣΤΕ,4.0,12079.0,9385.0,9955.0,11472.0,11852.0,11912.0,11706.0,11256.0
668,1/4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,5.0,11100.0,10225.0,10294.0,10070.0,10370.0,9310.0,10730.0,11110.0
669,4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,5.0,11136.0,12125.0,11623.0,11560.0,12010.0,12560.0,12920.0,13110.0
670,4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,3.0,10619.0,11135.0,10000.0,12850.0,13380.0,13710.0,15850.0,15270.0
671,1,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,3.0,16066.0,16500.0,16584.0,15440.0,16190.0,16040.0,15420.0,15420.0
672,4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,11505.0,12350.0,11349.0,12057.0,12119.0,12321.0,12765.0,12952.0
673,1/2/3/4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,3.0,13372.0,12925.0,12521.0,12640.0,13280.0,12920.0,13120.0,13120.0
674,2/4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,2.0,7577.0,8335.0,11466.0,11840.0,13725.0,13325.0,13745.0,13890.0
675,2/4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,3.0,8092.0,9910.0,12613.0,12775.0,12535.0,13475.0,14405.0,14725.0
676,2,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,5196.0,5585.0,10412.0,8980.0,10200.0,9450.0,10500.0,10010.0
677,1/2/4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,3.0,11724.0,11350.0,11451.0,11745.0,11705.0,11640.0,11540.0,12210.0
678,3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,5.0,14622.0,13150.0,14469.0,14440.0,13975.0,14110.0,14130.0,14685.0
679,3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,11936.0,9825.0,10631.0,11285.0,11045.0,11625.0,11680.0,10805.0
680,3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,15836.0,13775.0,14960.0,14770.0,14680.0,14530.0,14370.0,14990.0
681,3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,14622.0,12425.0,13418.0,13375.0,12850.0,13175.0,13200.0,14175.0
682,3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,5.0,14118.0,11425.0,12790.0,13225.0,12850.0,13175.0,13200.0,13575.0
683,3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,5.0,16222.0,15025.0,16301.0,15925.0,15825.0,15525.0,15575.0,16075.0
684,2/3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,14325.0,12675.0,13506.0,13720.0,13230.0,13850.0,13620.0,13970.0
685,2/3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,11650.0,9975.0,11911.0,11460.0,10880.0,11790.0,11600.0,10320.0
776,2,ΑΣΠΑΙΤΕ,5.0,6678.0,5725.0,10126.0,9925.0,10775.0,10350.0,10315.0,11100.0
779,2,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,2.0,12836.0,14505.0,16807.0,15570.0,16675.0,16030.0,16785.0,17955.0
780,1,ΑΠΘ,5.0,8717.0,7225.0,9771.0,9775.0,11400.0,9175.0,9125.0,9175.0
801,2/3/4,ΣΣΕ,3.0,15737.0,15200.0,14022.0,14025.0,12220.0,12230.0,10865.0,12990.0
806,2/3/4,ΣΣΕ,3.0,17039.0,16725.0,16335.0,15810.0,15555.0,12415.0,13055.0,15750.0
811,2/3,ΣΝΔ,2.0,16895.0,16175.0,15344.0,14525.0,12744.0,11076.0,11069.0,11109.0
816,2/3,ΣΝΔ,2.0,17463.0,16700.0,16659.0,14407.0,13799.0,11629.0,11898.0,11316.0
817,2/4,Α.Ε.Ν.,1.0,9827.0,10025.0,7614.0,8375.0,8350.0,8325.0,8400.0,8275.0
818,2/4,Α.Ε.Ν.,2.0,8468.0,7550.0,7331.0,8375.0,8375.0,8350.0,8400.0,8300.0
821,2/3,ΣΙ,1.0,16833.0,16875.0,16994.0,16135.0,16125.0,14575.0,14685.0,16000.0
826,2/3,ΣΙ,1.0,18576.0,18250.0,18557.0,17850.0,18290.0,16525.0,16335.0,17295.0
827,2/3,ΣΙ,2.0,18121.0,17500.0,17830.0,17325.0,18005.0,16340.0,15305.0,16420.0
831,3,ΣΣΑΣ,2.0,18674.0,17650.0,18155.0,17925.0,18050.0,17600.0,17550.0,18050.0
836,3,ΣΣΑΣ,3.0,18490.0,18075.0,18117.0,17920.0,18200.0,17535.0,17770.0,18535.0
841,3,ΣΣΑΣ,3.0,18032.0,17250.0,17707.0,17776.0,18044.0,17535.0,17482.0,17856.0
846,3,ΣΣΑΣ,3.0,18542.0,17450.0,17921.0,17750.0,17950.0,17375.0,17300.0,17975.0
851,3,ΣΑΝ,5.0,17580.0,16400.0,16990.0,16500.0,16650.0,14425.0,14500.0,13700.0
862,2/3/4,ΣΜΥ,4.0,14073.0,13325.0,12197.0,11610.0,10890.0,10290.0,9170.0,8820.0
863,2/4,ΣΜΥ,4.0,15086.0,15825.0,16186.0,15220.0,15830.0,14890.0,13080.0,11120.0
864,2/4,ΣΜΥΝ,4.0,14557.0,14600.0,15254.0,13700.0,13700.0,11080.0,8940.0,8900.0
866,1,ΣΣΑΣ,1.0,18735.0,18325.0,18730.0,17940.0,18600.0,17930.0,18040.0,18080.0
867,4,ΣΣΑΣ,1.0,18586.0,18350.0,18452.0,17990.0,18405.0,17875.0,17735.0,17875.0
869,1/2/4,ΑΣΤ. ΣΧΟΛΕΣ,1.0,18241.0,17625.0,18246.0,17760.0,18070.0,17500.0,17590.0,17690.0
870,1/2/4,ΑΣΤ. ΣΧΟΛΕΣ,3.0,16550.0,13625.0,16385.0,14830.0,14810.0,13180.0,11710.0,11470.0
871,1/2/4,Σ.Π.Α.,1.0,18315.0,16025.0,18199.0,17860.0,15850.0,14750.0,9940.0,17510.0
872,1/2/4,ΑΣΤ. ΣΧΟΛΕΣ,1.0,18097.0,17425.0,18378.0,17240.0,17720.0,17240.0,17370.0,17540.0
875,1,ΣΣΑΣ,1.0,19097.0,18400.0,19039.0,18395.0,18905.0,18295.0,18155.0,18650.0
876,1/2/4,Σ.Π.Α.,3.0,17312.0,16850.0,17204.0,16600.0,16960.0,15660.0,14460.0,15130.0
877,1/2/4,Σ.Π.Α.,1.0,18367.0,17975.0,18529.0,18350.0,18590.0,17850.0,17460.0,17630.0
878,2/3/4,ΣΜΥΑ,3.0,15537.0,15375.0,15916.0,14100.0,13545.0,11985.0,11095.0,12865.0
879,2/4,ΣΜΥΑ,3.0,16304.0,16400.0,16831.0,15500.0,16315.0,13155.0,12265.0,14855.0
880,2/4,ΣΜΥΑ,3.0,16881.0,17025.0,17775.0,17605.0,17785.0,16825.0,16030.0,16155.0
881,1/2/4,Λ.Σ. - ΕΛ. ΑΚΤ.,2.0,17723.0,17425.0,18120.0,17330.0,17670.0,17040.0,16650.0,16870.0
882,1/2/4,Λ.Σ. - ΕΛ. ΑΚΤ.,4.0,16253.0,15700.0,16371.0,15520.0,16400.0,16030.0,13970.0,13970.0
1001,3/4,ΕΚΠΑ,4.0,9393.0,8050.0,9527.0,9690.0,9300.0,9970.0,9870.0,9660.0
1002,2,ΕΚΠΑ,3.0,8472.0,7975.0,10559.0,10540.0,10870.0,10180.0,10010.0,11870.0
1004,4,ΕΚΠΑ,3.0,8409.0,9325.0,8975.0,10450.0,10475.0,10925.0,12600.0,11200.0
1005,4,ΕΚΠΑ,3.0,13313.0,14275.0,14756.0,14400.0,15120.0,14760.0,16220.0,15930.0
1006,1,ΕΚΠΑ,4.0,14810.0,15025.0,14884.0,13710.0,14360.0,13380.0,13270.0,13110.0
1007,1,ΕΚΠΑ,4.0,13339.0,13175.0,12220.0,12175.0,12475.0,11940.0,11495.0,11540.0
1008,2/4,ΕΚΠΑ,4.0,6753.0,7000.0,8166.0,8875.0,9070.0,9440.0,9830.0,10060.0
1010,1,ΕΚΠΑ,4.0,12831.0,12975.0,11781.0,12445.0,12225.0,11750.0,11365.0,11185.0
1011,1/2/3/4,ΕΚΠΑ,3.0,10225.0,9400.0,9971.0,10510.0,10500.0,10640.0,10520.0,10640.0
1061,2/3/4,ΓΕΩΠΟΝΙΚΟ ΠΑΝ.,6.0,6417.0,625.0,11406.0,9500.0,9500.0,9900.0,9700.0,8700.0
1063,4,ΓΕΩΠΟΝΙΚΟ ΠΑΝ.,4.0,5437.0,5600.0,7719.0,8430.0,8345.0,8600.0,9095.0,9570.0
1064,4,ΓΕΩΠΟΝΙΚΟ ΠΑΝ.,6.0,4308.0,4350.0,7260.0,6880.0,7180.0,6860.0,7040.0,8950.0
1211,2/4,ΠΑΝ. ΜΑΚΕΔ.,2.0,15755.0,16125.0,16606.0,16330.0,17095.0,16735.0,16915.0,16975.0
1212,2/4,ΠΑΝ. ΜΑΚΕΔ.,2.0,15606.0,15850.0,16230.0,16085.0,16900.0,16375.0,16705.0,16855.0
1241,1/2/3/4,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,5.0,11438.0,10475.0,10475.0,10650.0,11238.0,11222.0,10914.0,10756.0
1242,2/3,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,5.0,7971.0,5250.0,9005.0,9455.0,9330.0,9370.0,9455.0,9635.0
1244,4,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,4.0,5004.0,5075.0,7558.0,8375.0,8350.0,7570.0,7890.0,7640.0
1245,3,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,4.0,13788.0,10750.0,12198.0,12910.0,12425.0,12830.0,12695.0,13435.0
1248,1/2/3/4,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,2.0,10660.0,11240.0,11830.0,12150.0,11790.0,15250.0,11660.0,11390.0
1249,3,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,4.0,11645.0,8900.0,10209.0,11120.0,10520.0,11115.0,10930.0,10435.0
1250,2/4,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,4.0,7739.0,6950.0,8275.0,9039.0,9175.0,9625.0,8911.0,9450.0
1251,1,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,3.0,17120.0,17350.0,17431.0,16625.0,17215.0,17020.0,16575.0,16595.0
1272,3,ΠΑΝ. ΠΑΤΡΩΝ,4.0,12461.0,10050.0,11040.0,11500.0,11075.0,11400.0,11400.0,11700.0
1273,3,ΠΑΝ. ΠΑΤΡΩΝ,5.0,14410.0,12500.0,14070.0,14367.0,14594.0,14441.0,14381.0,14920.0
1274,3,ΠΑΝ. ΠΑΤΡΩΝ,4.0,14016.0,11575.0,13748.0,13556.0,12556.0,12816.0,12844.0,13502.0
1276,2/3/4,ΠΑΝ. ΠΑΤΡΩΝ,5.0,6241.0,1025.0,10353.0,9425.0,9181.0,10302.0,8335.0,8238.0
1278,2/3,ΠΑΝ. ΠΑΤΡΩΝ,5.0,10306.0,8100.0,9418.0,9490.0,9360.0,10120.0,9630.0,9160.0
1282,4,ΠΑΝ. ΠΑΤΡΩΝ,3.0,8303.0,9475.0,9592.0,10575.0,10755.0,10940.0,12150.0,13400.0
1283,4,ΠΑΝ. ΠΑΤΡΩΝ,3.0,8633.0,9250.0,9056.0,11985.0,11905.0,12325.0,13275.0,12895.0
1284,1,ΠΑΝ. ΠΑΤΡΩΝ,4.0,9747.0,7800.0,8470.0,8820.0,9060.0,8460.0,8760.0,9185.0
1286,1/2/3/4,ΠΑΝ. ΠΑΤΡΩΝ,3.0,14525.0,14475.0,15103.0,13868.0,14344.0,14520.0,14422.0,14380.0
1301,1,ΔΠΘ,4.0,14506.0,15375.0,15764.0,14100.0,14860.0,14580.0,14640.0,14170.0
1302,1/4,ΔΠΘ,4.0,11854.0,11575.0,11492.0,9975.0,11230.0,11280.0,10820.0,10920.0
1391,2/3,ΠΑΝ. ΑΙΓΑΙΟΥ,4.0,8230.0,6400.0,9048.0,9460.0,9075.0,9235.0,9300.0,9620.0
1422,2/3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,9662.0,7650.0,9004.0,9525.0,9500.0,10050.0,9585.0,9520.0
1423,1,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,12535.0,11700.0,10878.0,9940.0,10360.0,10170.0,9410.0,9060.0
1424,2/3/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,6658.0,4100.0,8879.0,9305.0,8665.0,9005.0,8605.0,8490.0
1425,3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,10197.0,7975.0,9251.0,9875.0,9875.0,10175.0,9600.0,9875.0
1426,3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,13383.0,11275.0,12535.0,12820.0,12135.0,12805.0,12130.0,11905.0
1427,4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,7120.0,8100.0,7969.0,9145.0,9060.0,9405.0,9825.0,9370.0
1428,2/3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,7369.0,4750.0,9136.0,9550.0,9475.0,9600.0,9600.0,9875.0
1429,2/3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,11059.0,8375.0,8963.0,9750.0,9800.0,10425.0,9775.0,10050.0
1430,4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,7142.0,8300.0,7993.0,8944.0,8909.0,8863.0,8867.0,9008.0
1432,2,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,9433.0,7200.0,9386.0,9895.0,9715.0,9530.0,9365.0,10335.0
1433,3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,11524.0,8825.0,10086.0,10540.0,10060.0,10475.0,10570.0,10865.0
1434,2/3/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,7570.0,5250.0,9844.0,9800.0,9385.0,9845.0,9590.0,9770.0
1435,1/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,9972.0,9475.0,9513.0,9430.0,9620.0,9330.0,9410.0,9240.0
1436,2/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,5861.0,4700.0,11400.0,9450.0,9620.0,9570.0,8990.0,9520.0
1437,2,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,9876.0,8200.0,9329.0,9525.0,9925.0,9750.0,9925.0,10500.0
1438,3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,14657.0,12875.0,14626.0,14160.0,13180.0,14140.0,14380.0,14600.0
1439,2/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,7508.0,7475.0,8806.0,9470.0,10080.0,10400.0,10445.0,10720.0
1452,2/3,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,5.0,9795.0,6700.0,9252.0,9385.0,9094.0,9583.0,9461.0,9746.0
1453,2/3/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,6.0,6738.0,900.0,9429.0,9505.0,8440.0,8755.0,8670.0,8470.0
1455,4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,3.0,6086.0,7160.0,8480.0,9610.0,9660.0,9620.0,9820.0,9450.0
1456,1/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,5.0,8645.0,7325.0,8473.0,8675.0,9030.0,8980.0,8550.0,8110.0
1511,2/3,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,8700.0,6500.0,9225.0,9396.0,9220.0,9768.0,9496.0,9692.0
1512,2/3,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,4.0,11153.0,9125.0,9499.0,10040.0,9870.0,10890.0,10180.0,10370.0
1513,4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,3.0,6473.0,7875.0,7540.0,9135.0,8450.0,8695.0,9250.0,8915.0
1514,4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,4.0,5422.0,6225.0,7251.0,8990.0,8645.0,8810.0,9715.0,9335.0
1515,3,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,13254.0,10050.0,11195.0,12200.0,11800.0,12440.0,12440.0,12860.0
1516,3,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,4.0,12929.0,10775.0,11234.0,11850.0,11460.0,12130.0,11460.0,11750.0
1517,1/2/3/4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,9132.0,7925.0,9228.0,9275.0,9300.0,9250.0,9200.0,9025.0
1518,4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,3.0,5826.0,7675.0,8379.0,9425.0,9450.0,9350.0,10075.0,10650.0
1519,2/4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,4.0,6572.0,6075.0,7299.0,8808.0,9080.0,9428.0,9040.0,9264.0
1520,3,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,13932.0,11850.0,13116.0,13290.0,13040.0,13390.0,13450.0,13880.0
1522,2,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,3.0,9762.0,9550.0,9753.0,10081.0,10476.0,11923.0,12611.0,14416.0
1523,2,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,3.0,10405.0,10575.0,10167.0,10450.0,10500.0,11700.0,13400.0,15050.0
1524,2,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,4.0,8242.0,8575.0,9403.0,9535.0,9903.0,10503.0,11221.0,12815.0
1541,2,ΠΑΝ. ΔΥΤ. ΜΑΚ.,6.0,5339.0,1350.0,9422.0,9975.0,9900.0,9725.0,9825.0,10525.0
1542,2/4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,5921.0,5450.0,7141.0,8475.0,8675.0,9125.0,9225.0,9650.0
1544,4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,4490.0,4425.0,7598.0,8210.0,8070.0,7970.0,8920.0,9320.0
1545,4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,5050.0,4975.0,7607.0,7800.0,7540.0,7550.0,7310.0,7380.0
1546,4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,5.0,5534.0,4875.0,7401.0,8270.0,7750.0,8090.0,7840.0,7540.0
1547,2/4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,6.0,4846.0,3950.0,7867.0,7740.0,7560.0,7415.0,7280.0,7190.0
1548,4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,7870.0,7875.0,8029.0,8290.0,7915.0,8870.0,10330.0,8920.0
1549,4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,5295.0,5150.0,7553.0,8375.0,8350.0,8325.0,8400.0,8275.0
1550,1,ΠΑΝ. ΔΥΤ. ΜΑΚ.,5.0,16641.0,16675.0,16776.0,15185.0,16260.0,16080.0,15905.0,15915.0
1551,1/4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,9005.0,8225.0,9718.0,10420.0,11030.0,11270.0,11020.0,10950.0
1552,2/3,ΠΑΝ. ΔΥΤ. ΜΑΚ.,5.0,7977.0,5375.0,9222.0,9020.0,8990.0,9290.0,9300.0,9660.0
1553,3,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,12101.0,9275.0,10300.0,10364.0,10021.0,10387.0,12065.0,10384.0
1554,2/4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,8233.0,7825.0,8555.0,9560.0,9220.0,10500.0,10340.0,12040.0
