code,field,university,avg_pref_success,diff_20_19,diff_21_20,diff_22_21,diff_23_22,diff_24_23,diff_25_24,diff_26_25
362,1/2/3/4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,-1821.0,325.0,900.0,300.0,-275.0,-75.0,-50.0
363,2,ΑΠΘ,4.0,485.0,321.0,1004.0,500.0,-400.0,175.0,700.0
366,2/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,4.0,-395.0,-339.0,759.0,-480.0,-660.0,-990.0,550.0
367,1/2/3/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,3.0,-1537.0,864.0,261.0,-55.0,-100.0,-160.0,265.0
369,2/3/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,-2000.0,624.0,551.0,700.0,200.0,-210.0,203.0
370,2,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,3.0,901.0,1339.0,-149.0,680.0,-55.0,895.0,550.0
372,2/3,ΠΑΝ. ΑΙΓΑΙΟΥ,6.0,-2769.0,2167.0,308.0,-200.0,275.0,0.0,300.0
373,1,ΔΠΘ,4.0,-522.0,-829.0,-1336.0,430.0,105.0,440.0,75.0
375,4,ΠΑΝ. ΠΕΙΡΑΙΑ,3.0,361.0,-1170.0,655.0,750.0,-305.0,-200.0,75.0
384,1,ΑΣΚΤ,3.0,-839.0,-356.0,-974.0,-70.0,-440.0,150.0,-145.0
385,1,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,2.0,-2379.0,3138.0,102.0,840.0,-2900.0,-520.0,60.0
387,2,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,-547.0,945.0,85.0,270.0,820.0,1700.0,1180.0
388,2/3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,-1193.0,1004.0,126.0,-475.0,10.0,220.0,880.0
389,2/4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,232.0,517.0,423.0,148.0,844.0,200.0,920.0
390,2/4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,297.0,489.0,328.0,484.0,104.0,-44.0,100.0
391,2,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,-228.0,873.0,272.0,240.0,1060.0,730.0,800.0
392,2,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,3.0,-494.0,484.0,105.0,531.0,747.0,1110.0,1435.0
393,2,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,3.0,-618.0,694.0,-424.0,150.0,1360.0,870.0,1510.0
394,2,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,-39.0,804.0,1.0,565.0,1440.0,815.0,1400.0
400,4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,107.0,1529.0,821.0,125.0,250.0,190.0,40.0
401,1/2/3/4,ΕΚΠΑ,2.0,-51.0,-34.0,-600.0,183.0,97.0,303.0,-173.0
402,1/2/3/4,ΑΠΘ,3.0,-408.0,-553.0,-577.0,-244.0,710.0,-216.0,-289.0
403,1/2/3/4,ΑΠΘ,2.0,71.0,64.0,-891.0,117.0,405.0,350.0,-101.0
404,1/2/3/4,ΔΠΘ,3.0,-676.0,-770.0,-692.0,312.0,653.0,-225.0,206.0
405,1/2/3/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,-162.0,-612.0,-543.0,395.0,-46.0,274.0,336.0
406,1/2/3/4,ΑΠΘ,1.0,542.0,-2743.0,-162.0,-1405.0,4500.0,280.0,-440.0
407,1/2/3/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,2.0,-650.0,350.0,530.0,-970.0,500.0,560.0,-2460.0
408,1/2/3/4,ΕΚΠΑ,1.0,-3070.0,313.0,1097.0,-230.0,3380.0,540.0,100.0
409,1/2/3/4,ΠΑΝ. ΜΑΚΕΔ.,1.0,360.0,-340.0,410.0,100.0,420.0,220.0,-60.0
411,1,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,-46.0,-1763.0,243.0,-80.0,-160.0,290.0,200.0
412,2/4,ΧΑΡΟΚΟΠΕΙΟ,4.0,436.0,507.0,138.0,690.0,-740.0,150.0,40.0
413,1,ΑΕΑ ΑΘΗΝΑΣ,6.0,-1547.0,2103.0,6672.0,-3530.0,-1885.0,-880.0,4425.0
416,1,ΑΕΑ ΚΡΗΤΗΣ,6.0,-1482.0,4300.0,-140.0,-10335.0,9760.0,-9760.0,0.0
476,2,ΔΠΘ,5.0,-520.0,2550.0,-100.0,-150.0,270.0,470.0,870.0
477,2,ΑΣΠΑΙΤΕ,4.0,-863.0,2805.0,-200.0,345.0,-95.0,0.0,610.0
497,2,ΑΣΠΑΙΤΕ,4.0,-743.0,2748.0,147.0,1410.0,-605.0,65.0,1030.0
507,2,ΑΣΠΑΙΤΕ,5.0,-981.0,3511.0,534.0,1450.0,-715.0,385.0,2215.0
612,4,ΠΑΝ. ΑΙΓΑΙΟΥ,3.0,-25.0,2394.0,2566.0,30.0,85.0,575.0,-595.0
613,1/4,ΑΣΤΕ,3.0,-2391.0,721.0,1535.0,372.0,50.0,-366.0,-320.0
614,1/4,ΑΣΤΕ,4.0,-2694.0,570.0,1517.0,380.0,60.0,-206.0,-450.0
668,1/4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,5.0,-875.0,69.0,-224.0,300.0,-1060.0,1420.0,380.0
669,4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,5.0,989.0,-502.0,-63.0,450.0,550.0,360.0,190.0
670,4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,3.0,516.0,-1135.0,2850.0,530.0,330.0,2140.0,-580.0
671,1,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,3.0,434.0,84.0,-1144.0,750.0,-150.0,-620.0,0.0
672,4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,845.0,-1001.0,708.0,62.0,202.0,444.0,187.0
673,1/2/3/4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,3.0,-447.0,-404.0,119.0,640.0,-360.0,200.0,0.0
674,2/4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,2.0,758.0,3131.0,374.0,1885.0,-400.0,420.0,145.0
675,2/4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,3.0,1818.0,2703.0,162.0,-240.0,940.0,930.0,320.0
676,2,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,389.0,4827.0,-1432.0,1220.0,-750.0,1050.0,-490.0
677,1/2/4,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,3.0,-374.0,101.0,294.0,-40.0,-65.0,-100.0,670.0
678,3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,5.0,-1472.0,1319.0,-29.0,-465.0,135.0,20.0,555.0
679,3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,-2111.0,806.0,654.0,-240.0,580.0,55.0,-875.0
680,3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,-2061.0,1185.0,-190.0,-90.0,-150.0,-160.0,620.0
681,3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,-2197.0,993.0,-43.0,-525.0,325.0,25.0,975.0
682,3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,5.0,-2693.0,1365.0,435.0,-375.0,325.0,25.0,375.0
683,3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,5.0,-1197.0,1276.0,-376.0,-100.0,-300.0,50.0,500.0
684,2/3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,-1650.0,831.0,214.0,-490.0,620.0,-230.0,350.0
685,2/3,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,4.0,-1675.0,1936.0,-451.0,-580.0,910.0,-190.0,-1280.0
776,2,ΑΣΠΑΙΤΕ,5.0,-953.0,4401.0,-201.0,850.0,-425.0,-35.0,785.0
779,2,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,2.0,1669.0,2302.0,-1237.0,1105.0,-645.0,755.0,1170.0
780,1,ΑΠΘ,5.0,-1492.0,2546.0,4.0,1625.0,-2225.0,-50.0,50.0
801,2/3/4,ΣΣΕ,3.0,-537.0,-1178.0,3.0,-1805.0,10.0,-1365.0,2125.0
806,2/3/4,ΣΣΕ,3.0,-314.0,-390.0,-525.0,-255.0,-3140.0,640.0,2695.0
811,2/3,ΣΝΔ,2.0,-720.0,-831.0,-819.0,-1781.0,-1668.0,-7.0,40.0
816,2/3,ΣΝΔ,2.0,-763.0,-41.0,-2252.0,-608.0,-2170.0,269.0,-582.0
817,2/4,Α.Ε.Ν.,1.0,198.0,-2411.0,761.0,-25.0,-25.0,75.0,-125.0
818,2/4,Α.Ε.Ν.,2.0,-918.0,-219.0,1044.0,0.0,-25.0,50.0,-100.0
821,2/3,ΣΙ,1.0,42.0,119.0,-859.0,-10.0,-1550.0,110.0,1315.0
826,2/3,ΣΙ,1.0,-326.0,307.0,-707.0,440.0,-1765.0,-190.0,960.0
827,2/3,ΣΙ,2.0,-621.0,330.0,-505.0,680.0,-1665.0,-1035.0,1115.0
831,3,ΣΣΑΣ,2.0,-1024.0,505.0,-230.0,125.0,-450.0,-50.0,500.0
836,3,ΣΣΑΣ,3.0,-415.0,42.0,-197.0,280.0,-665.0,235.0,765.0
841,3,ΣΣΑΣ,3.0,-782.0,457.0,69.0,268.0,-509.0,-53.0,374.0
846,3,ΣΣΑΣ,3.0,-1092.0,471.0,-171.0,200.0,-575.0,-75.0,675.0
851,3,ΣΑΝ,5.0,-1180.0,590.0,-490.0,150.0,-2225.0,75.0,-800.0
862,2/3/4,ΣΜΥ,4.0,-748.0,-1128.0,-587.0,-720.0,-600.0,-1120.0,-350.0
863,2/4,ΣΜΥ,4.0,739.0,361.0,-966.0,610.0,-940.0,-1810.0,-1960.0
864,2/4,ΣΜΥΝ,4.0,43.0,654.0,-1554.0,0.0,-2620.0,-2140.0,-40.0
866,1,ΣΣΑΣ,1.0,-410.0,405.0,-790.0,660.0,-670.0,110.0,40.0
867,4,ΣΣΑΣ,1.0,-236.0,102.0,-462.0,415.0,-530.0,-140.0,140.0
869,1/2/4,ΑΣΤ. ΣΧΟΛΕΣ,1.0,-616.0,621.0,-486.0,310.0,-570.0,90.0,100.0
870,1/2/4,ΑΣΤ. ΣΧΟΛΕΣ,3.0,-2925.0,2760.0,-1555.0,-20.0,-1630.0,-1470.0,-240.0
871,1/2/4,Σ.Π.Α.,1.0,-2290.0,2174.0,-339.0,-2010.0,-1100.0,-4810.0,7570.0
872,1/2/4,ΑΣΤ. ΣΧΟΛΕΣ,1.0,-672.0,953.0,-1138.0,480.0,-480.0,130.0,170.0
875,1,ΣΣΑΣ,1.0,-697.0,639.0,-644.0,510.0,-610.0,-140.0,495.0
876,1/2/4,Σ.Π.Α.,3.0,-462.0,354.0,-604.0,360.0,-1300.0,-1200.0,670.0
877,1/2/4,Σ.Π.Α.,1.0,-392.0,554.0,-179.0,240.0,-740.0,-390.0,170.0
878,2/3/4,ΣΜΥΑ,3.0,-162.0,541.0,-1816.0,-555.0,-1560.0,-890.0,1770.0
879,2/4,ΣΜΥΑ,3.0,96.0,431.0,-1331.0,815.0,-3160.0,-890.0,2590.0
880,2/4,ΣΜΥΑ,3.0,144.0,750.0,-170.0,180.0,-960.0,-795.0,125.0
881,1/2/4,Λ.Σ. - ΕΛ. ΑΚΤ.,2.0,-298.0,695.0,-790.0,340.0,-630.0,-390.0,220.0
882,1/2/4,Λ.Σ. - ΕΛ. ΑΚΤ.,4.0,-553.0,671.0,-851.0,880.0,-370.0,-2060.0,0.0
1001,3/4,ΕΚΠΑ,4.0,-1343.0,1477.0,163.0,-390.0,670.0,-100.0,-210.0
1002,2,ΕΚΠΑ,3.0,-497.0,2584.0,-19.0,330.0,-690.0,-170.0,1860.0
1004,4,ΕΚΠΑ,3.0,916.0,-350.0,1475.0,25.0,450.0,1675.0,-1400.0
1005,4,ΕΚΠΑ,3.0,962.0,481.0,-356.0,720.0,-360.0,1460.0,-290.0
1006,1,ΕΚΠΑ,4.0,215.0,-141.0,-1174.0,650.0,-980.0,-110.0,-160.0
1007,1,ΕΚΠΑ,4.0,-164.0,-955.0,-45.0,300.0,-535.0,-445.0,45.0
1008,2/4,ΕΚΠΑ,4.0,247.0,1166.0,709.0,195.0,370.0,390.0,230.0
1010,1,ΕΚΠΑ,4.0,144.0,-1194.0,664.0,-220.0,-475.0,-385.0,-180.0
1011,1/2/3/4,ΕΚΠΑ,3.0,-825.0,571.0,539.0,-10.0,140.0,-120.0,120.0
1061,2/3/4,ΓΕΩΠΟΝΙΚΟ ΠΑΝ.,6.0,-5792.0,10781.0,-1906.0,0.0,400.0,-200.0,-1000.0
1063,4,ΓΕΩΠΟΝΙΚΟ ΠΑΝ.,4.0,163.0,2119.0,711.0,-85.0,255.0,495.0,475.0
1064,4,ΓΕΩΠΟΝΙΚΟ ΠΑΝ.,6.0,42.0,2910.0,-380.0,300.0,-320.0,180.0,1910.0
1211,2/4,ΠΑΝ. ΜΑΚΕΔ.,2.0,370.0,481.0,-276.0,765.0,-360.0,180.0,60.0
1212,2/4,ΠΑΝ. ΜΑΚΕΔ.,2.0,244.0,380.0,-145.0,815.0,-525.0,330.0,150.0
1241,1/2/3/4,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,5.0,-963.0,0.0,175.0,588.0,-16.0,-308.0,-158.0
1242,2/3,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,5.0,-2721.0,3755.0,450.0,-125.0,40.0,85.0,180.0
1244,4,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,4.0,71.0,2483.0,817.0,-25.0,-780.0,320.0,-250.0
1245,3,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,4.0,-3038.0,1448.0,712.0,-485.0,405.0,-135.0,740.0
1248,1/2/3/4,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,2.0,580.0,590.0,320.0,-360.0,3460.0,-3590.0,-270.0
1249,3,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,4.0,-2745.0,1309.0,911.0,-600.0,595.0,-185.0,-495.0
1250,2/4,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,4.0,-789.0,1325.0,764.0,136.0,450.0,-714.0,539.0
1251,1,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,3.0,230.0,81.0,-806.0,590.0,-195.0,-445.0,20.0
1272,3,ΠΑΝ. ΠΑΤΡΩΝ,4.0,-2411.0,990.0,460.0,-425.0,325.0,0.0,300.0
1273,3,ΠΑΝ. ΠΑΤΡΩΝ,5.0,-1910.0,1570.0,297.0,227.0,-153.0,-60.0,539.0
1274,3,ΠΑΝ. ΠΑΤΡΩΝ,4.0,-2441.0,2173.0,-192.0,-1000.0,260.0,28.0,658.0
1276,2/3/4,ΠΑΝ. ΠΑΤΡΩΝ,5.0,-5216.0,9328.0,-928.0,-244.0,1121.0,-1967.0,-97.0
1278,2/3,ΠΑΝ. ΠΑΤΡΩΝ,5.0,-2206.0,1318.0,72.0,-130.0,760.0,-490.0,-470.0
1282,4,ΠΑΝ. ΠΑΤΡΩΝ,3.0,1172.0,117.0,983.0,180.0,185.0,1210.0,1250.0
1283,4,ΠΑΝ. ΠΑΤΡΩΝ,3.0,617.0,-194.0,2929.0,-80.0,420.0,950.0,-380.0
1284,1,ΠΑΝ. ΠΑΤΡΩΝ,4.0,-1947.0,670.0,350.0,240.0,-600.0,300.0,425.0
1286,1/2/3/4,ΠΑΝ. ΠΑΤΡΩΝ,3.0,-50.0,628.0,-1235.0,476.0,176.0,-98.0,-42.0
1301,1,ΔΠΘ,4.0,869.0,389.0,-1664.0,760.0,-280.0,60.0,-470.0
1302,1/4,ΔΠΘ,4.0,-279.0,-83.0,-1517.0,1255.0,50.0,-460.0,100.0
1391,2/3,ΠΑΝ. ΑΙΓΑΙΟΥ,4.0,-1830.0,2648.0,412.0,-385.0,160.0,65.0,320.0
1422,2/3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,-2012.0,1354.0,521.0,-25.0,550.0,-465.0,-65.0
1423,1,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,-835.0,-822.0,-938.0,420.0,-190.0,-760.0,-350.0
1424,2/3/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,-2558.0,4779.0,426.0,-640.0,340.0,-400.0,-115.0
1425,3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,-2222.0,1276.0,624.0,0.0,300.0,-575.0,275.0
1426,3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,-2108.0,1260.0,285.0,-685.0,670.0,-675.0,-225.0
1427,4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,980.0,-131.0,1176.0,-85.0,345.0,420.0,-455.0
1428,2/3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,-2619.0,4386.0,414.0,-75.0,125.0,0.0,275.0
1429,2/3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,-2684.0,588.0,787.0,50.0,625.0,-650.0,275.0
1430,4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,1158.0,-307.0,951.0,-35.0,-46.0,4.0,141.0
1432,2,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,-2233.0,2186.0,509.0,-180.0,-185.0,-165.0,970.0
1433,3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,-2699.0,1261.0,454.0,-480.0,415.0,95.0,295.0
1434,2/3/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,-2320.0,4594.0,-44.0,-415.0,460.0,-255.0,180.0
1435,1/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,-497.0,38.0,-83.0,190.0,-290.0,80.0,-170.0
1436,2/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,-1161.0,6700.0,-1950.0,170.0,-50.0,-580.0,530.0
1437,2,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,-1676.0,1129.0,196.0,400.0,-175.0,175.0,575.0
1438,3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,-1782.0,1751.0,-466.0,-980.0,960.0,240.0,220.0
1439,2/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,-33.0,1331.0,664.0,610.0,320.0,45.0,275.0
1452,2/3,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,5.0,-3095.0,2552.0,133.0,-291.0,489.0,-122.0,285.0
1453,2/3/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,6.0,-5838.0,8529.0,76.0,-1065.0,315.0,-85.0,-200.0
1455,4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,3.0,1074.0,1320.0,1130.0,50.0,-40.0,200.0,-370.0
1456,1/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,5.0,-1320.0,1148.0,202.0,355.0,-50.0,-430.0,-440.0
1511,2/3,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,-2200.0,2725.0,171.0,-176.0,548.0,-272.0,196.0
1512,2/3,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,4.0,-2028.0,374.0,541.0,-170.0,1020.0,-710.0,190.0
1513,4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,3.0,1402.0,-335.0,1595.0,-685.0,245.0,555.0,-335.0
1514,4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,4.0,803.0,1026.0,1739.0,-345.0,165.0,905.0,-380.0
1515,3,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,-3204.0,1145.0,1005.0,-400.0,640.0,0.0,420.0
1516,3,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,4.0,-2154.0,459.0,616.0,-390.0,670.0,-670.0,290.0
1517,1/2/3/4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,-1207.0,1303.0,47.0,25.0,-50.0,-50.0,-175.0
1518,4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,3.0,1849.0,704.0,1046.0,25.0,-100.0,725.0,575.0
1519,2/4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,4.0,-497.0,1224.0,1509.0,272.0,348.0,-388.0,224.0
1520,3,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,-2082.0,1266.0,174.0,-250.0,350.0,60.0,430.0
1522,2,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,3.0,-212.0,203.0,328.0,395.0,1447.0,688.0,1805.0
1523,2,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,3.0,170.0,-408.0,283.0,50.0,1200.0,1700.0,1650.0
1524,2,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,4.0,333.0,828.0,132.0,368.0,600.0,718.0,1594.0
1541,2,ΠΑΝ. ΔΥΤ. ΜΑΚ.,6.0,-3989.0,8072.0,553.0,-75.0,-175.0,100.0,700.0
1542,2/4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,-471.0,1691.0,1334.0,200.0,450.0,100.0,425.0
1544,4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,-65.0,3173.0,612.0,-140.0,-100.0,950.0,400.0
1545,4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,-75.0,2632.0,193.0,-260.0,10.0,-240.0,70.0
1546,4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,5.0,-659.0,2526.0,869.0,-520.0,340.0,-250.0,-300.0
1547,2/4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,6.0,-896.0,3917.0,-127.0,-180.0,-145.0,-135.0,-90.0
1548,4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,5.0,154.0,261.0,-375.0,955.0,1460.0,-1410.0
1549,4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,-145.0,2403.0,822.0,-25.0,-25.0,75.0,-125.0
1550,1,ΠΑΝ. ΔΥΤ. ΜΑΚ.,5.0,34.0,101.0,-1591.0,1075.0,-180.0,-175.0,10.0
1551,1/4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,-780.0,1493.0,702.0,610.0,240.0,-250.0,-70.0
1552,2/3,ΠΑΝ. ΔΥΤ. ΜΑΚ.,5.0,-2602.0,3847.0,-202.0,-30.0,300.0,10.0,360.0
1553,3,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,-2826.0,1025.0,64.0,-343.0,366.0,1678.0,-1681.0
1554,2/4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,-408.0,730.0,1005.0,-340.0,1280.0,-160.0,1700.0
1555,2,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,-3531.0,4253.0,-428.0,450.0,-225.0,125.0,850.0
1558,3,ΠΑΝ. ΔΥΤ. ΜΑΚ.,3.0,-2530.0,1059.0,60.0,-441.0,768.0,-421.0,348.0
1563,2,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,342.0,640.0,-1070.0,585.0,-295.0,120.0,1095.0
1564,2,ΠΑΝ. ΔΥΤ. ΜΑΚ.,3.0,95.0,411.0,89.0,-40.0,-640.0,-355.0,1350.0
1601,4,ΔΙ.ΠΑ.Ε.,3.0,530.0,-335.0,1110.0,125.0,150.0,200.0,200.0
1602,4,ΔΙ.ΠΑ.Ε.,3.0,940.0,-187.0,542.0,-760.0,535.0,475.0,-570.0
1603,4,ΔΙ.ΠΑ.Ε.,3.0,358.0,1918.0,1097.0,685.0,245.0,140.0,280.0
1604,4,ΔΠΘ,4.0,75.0,1614.0,881.0,-520.0,145.0,380.0,0.0
1605,4,ΔΙ.ΠΑ.Ε.,3.0,862.0,-433.0,1293.0,-230.0,250.0,540.0,-150.0
1606,4,ΔΙ.ΠΑ.Ε.,4.0,1031.0,-396.0,881.0,-320.0,520.0,400.0,-200.0
1607,4,ΔΠΘ,4.0,107.0,2923.0,757.0,-250.0,90.0,1260.0,450.0
1609,1/4,ΔΙ.ΠΑ.Ε.,4.0,-1287.0,618.0,257.0,-150.0,-300.0,25.0,325.0
1610,1/2/3/4,ΔΙ.ΠΑ.Ε.,4.0,-1092.0,-208.0,-117.0,375.0,-275.0,-225.0,200.0
1613,3,ΔΙ.ΠΑ.Ε.,4.0,-1866.0,1514.0,-419.0,-930.0,670.0,-360.0,110.0
1614,3,ΔΙ.ΠΑ.Ε.,4.0,-2840.0,1463.0,70.0,-1196.0,814.0,1040.0,-1102.0
1615,3,ΔΙ.ΠΑ.Ε.,5.0,-1305.0,1245.0,-205.0,-520.0,645.0,-125.0,360.0
1616,3,ΔΙ.ΠΑ.Ε.,5.0,-1420.0,1388.0,-318.0,-250.0,-20.0,-250.0,855.0
1617,3,ΔΠΘ,5.0,-2347.0,4279.0,-12554.0,11985.0,-310.0,-1775.0,575.0
1618,3,ΔΙ.ΠΑ.Ε.,4.0,-2204.0,1307.0,98.0,-630.0,460.0,80.0,-800.0
1619,2,ΔΙ.ΠΑ.Ε.,3.0,-205.0,581.0,-461.0,930.0,490.0,1640.0,2450.0
1620,2,ΔΙ.ΠΑ.Ε.,5.0,-1743.0,4622.0,938.0,-190.0,-70.0,1130.0,1130.0
1621,2,ΔΙ.ΠΑ.Ε.,4.0,-65.0,1605.0,235.0,636.0,1401.0,677.0,1634.0
1622,2/4,ΔΙ.ΠΑ.Ε.,4.0,1323.0,590.0,65.0,490.0,970.0,10.0,550.0
1623,2,ΔΙ.ΠΑ.Ε.,4.0,-454.0,1731.0,-116.0,310.0,760.0,425.0,890.0
1624,2/4,ΔΙ.ΠΑ.Ε.,3.0,170.0,742.0,-37.0,200.0,920.0,685.0,890.0
1625,2/4,ΔΙ.ΠΑ.Ε.,4.0,519.0,671.0,-116.0,565.0,585.0,-290.0,735.0
1626,2/4,ΔΙ.ΠΑ.Ε.,4.0,1739.0,4082.0,408.0,690.0,520.0,995.0,770.0
1627,2/4,ΔΙ.ΠΑ.Ε.,4.0,-1330.0,3391.0,1009.0,-25.0,-25.0,325.0,100.0
1628,2,ΔΠΘ,5.0,-3169.0,3556.0,-76.0,228.0,-170.0,166.0,1801.0
1629,2/3,ΔΠΘ,6.0,-2054.0,1189.0,-361.0,-558.0,718.0,-76.0,878.0
1630,2/4,ΔΠΘ,4.0,128.0,826.0,592.0,215.0,777.0,745.0,285.0
1632,2/3,ΔΠΘ,6.0,-4373.0,-2550.0,8980.0,-310.0,620.0,240.0,345.0
1633,2/3,ΔΠΘ,5.0,-2944.0,4126.0,494.0,-490.0,380.0,70.0,230.0
1634,2/3,ΔΙ.ΠΑ.Ε.,4.0,-1788.0,1133.0,367.0,-625.0,650.0,240.0,-730.0
1635,2/3,ΔΙ.ΠΑ.Ε.,4.0,-1555.0,906.0,289.0,-945.0,835.0,-110.0,215.0
1651,3,ΕΛ.ΜΕ.ΠΑ.,4.0,-2898.0,1260.0,565.0,1375.0,-1325.0,-325.0,-25.0
1652,1,ΕΛ.ΜΕ.ΠΑ.,4.0,280.0,392.0,-1692.0,950.0,-550.0,200.0,-75.0
1653,3,ΕΛ.ΜΕ.ΠΑ.,5.0,-2788.0,488.0,627.0,-180.0,890.0,-540.0,280.0
1654,4,ΕΛ.ΜΕ.ΠΑ.,3.0,718.0,591.0,584.0,-440.0,870.0,200.0,-80.0
