code,field,university,avg_pref_success,diff_14_13,diff_15_14,diff_16_15,diff_17_16,diff_18_17,diff_19_18,diff_20_19,diff_21_20,diff_22_21,diff_23_22,diff_24_23,diff_25_24,diff_26_25
281,2/3,ΠΑΝ. ΠΑΤΡΩΝ,6.0,914.0,-605.0,1041.0,-133.0,-387.0,-413.0,-1074.0,1118.0,-176.0,8.0,-284.0,-20.0,392.0
282,2/3,ΠΑΝ. ΚΡΗΤΗΣ,5.0,956.0,-716.0,1158.0,-153.0,-324.0,-481.0,-1205.0,1224.0,-356.0,-90.0,-213.0,-35.0,478.0
283,2,ΕΚΠΑ,4.0,50.0,294.0,524.0,-788.0,-847.0,-1210.0,-1148.0,1429.0,396.0,75.0,-500.0,225.0,0.0
284,2/3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,539.0,-353.0,1479.0,-204.0,-414.0,-525.0,-1347.0,1267.0,-187.0,-380.0,30.0,-50.0,350.0
285,2,ΑΠΘ,4.0,248.0,126.0,-248.0,-547.0,-884.0,-1775.0,-760.0,491.0,334.0,25.0,-50.0,0.0,675.0
287,2,ΠΑΝ. ΠΑΤΡΩΝ,5.0,59.0,457.0,-760.0,133.0,-1587.0,-2325.0,-1158.0,4377.0,-657.0,0.0,-650.0,260.0,1220.0
288,2/3,ΠΑΝ. ΠΑΤΡΩΝ,5.0,-923.0,1191.0,-221.0,504.0,-1098.0,-2441.0,-1203.0,3109.0,220.0,136.0,412.0,1066.0,927.0
289,3,ΕΚΠΑ,5.0,597.0,-533.0,522.0,39.0,-301.0,-350.0,-823.0,874.0,11.0,180.0,-210.0,0.0,220.0
290,2/3,ΔΠΘ,6.0,660.0,-448.0,1165.0,-148.0,-333.0,-513.0,-1259.0,1293.0,-193.0,-135.0,-145.0,25.0,300.0
291,3,ΑΠΘ,5.0,651.0,-530.0,555.0,3.0,-287.0,-400.0,-818.0,906.0,-106.0,150.0,-300.0,0.0,450.0
293,3,ΠΑΝ. ΠΑΤΡΩΝ,6.0,641.0,-557.0,643.0,1.0,-344.0,-415.0,-868.0,997.0,-12.0,120.0,-160.0,-50.0,300.0
294,3,ΧΑΡΟΚΟΠΕΙΟ,5.0,563.0,-486.0,953.0,-161.0,-315.0,-642.0,-1280.0,1258.0,-138.0,-38.0,-438.0,0.0,248.0
295,3,ΕΚΠΑ,1.0,317.0,-309.0,139.0,80.0,-114.0,-305.0,-474.0,576.0,-26.0,200.0,-225.0,0.0,125.0
297,3,ΑΠΘ,1.0,442.0,-436.0,278.0,82.0,-238.0,-223.0,-510.0,579.0,-104.0,250.0,-250.0,25.0,175.0
299,3,ΠΑΝ. ΠΑΤΡΩΝ,2.0,512.0,-467.0,376.0,32.0,-192.0,-312.0,-573.0,596.0,84.0,230.0,-275.0,-15.0,300.0
300,3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,583.0,-525.0,437.0,58.0,-239.0,-315.0,-649.0,700.0,-100.0,250.0,-325.0,-25.0,375.0
301,3,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,2.0,605.0,-516.0,421.0,81.0,-244.0,-332.0,-640.0,716.0,-66.0,200.0,-275.0,0.0,325.0
302,3,ΔΠΘ,4.0,620.0,-536.0,474.0,65.0,-262.0,-328.0,-723.0,759.0,-84.0,225.0,-325.0,0.0,375.0
303,3,ΕΚΠΑ,4.0,590.0,-514.0,465.0,60.0,-258.0,-356.0,-751.0,783.0,-83.0,150.0,-275.0,50.0,350.0
304,3,ΠΑΝ. ΚΡΗΤΗΣ,3.0,589.0,-527.0,450.0,77.0,-267.0,-325.0,-669.0,706.0,-81.0,250.0,-350.0,0.0,375.0
305,3,ΑΠΘ,5.0,598.0,-544.0,516.0,55.0,-281.0,-342.0,-827.0,860.0,25.0,140.0,-235.0,30.0,315.0
306,3,ΕΚΠΑ,6.0,498.0,-207.0,1459.0,-149.0,-509.0,-936.0,-1900.0,1378.0,-328.0,-350.0,-500.0,25.0,400.0
307,3,ΑΠΘ,4.0,652.0,-569.0,718.0,25.0,-319.0,-330.0,-889.0,797.0,-1.0,141.0,-120.0,-35.0,210.0
308,3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,6.0,598.0,-546.0,838.0,2.0,-371.0,-422.0,-982.0,971.0,-46.0,25.0,-200.0,-50.0,450.0
309,4,ΕΚΠΑ,4.0,785.0,266.0,-512.0,-1352.0,58.0,291.0,588.0,-58.0,-189.0,390.0,-244.0,322.0,-64.0
310,2/4,ΠΑΝ. ΑΙΓΑΙΟΥ,6.0,130.0,-66.0,-1707.0,1216.0,564.0,-2271.0,-1500.0,3736.0,134.0,-190.0,240.0,-130.0,-50.0
311,4,ΑΠΘ,3.0,426.0,99.0,-622.0,-1175.0,-126.0,301.0,463.0,-42.0,-528.0,140.0,70.0,150.0,50.0
312,4,ΟΠΑ,2.0,750.0,50.0,-673.0,-754.0,123.0,659.0,75.0,88.0,-138.0,500.0,-550.0,200.0,125.0
313,4,ΟΠΑ,2.0,869.0,-290.0,-671.0,-724.0,446.0,627.0,313.0,746.0,-171.0,425.0,-375.0,400.0,0.0
314,4,ΟΠΑ,2.0,248.0,-23.0,-491.0,-1241.0,571.0,686.0,542.0,617.0,58.0,525.0,-225.0,375.0,-125.0
315,4,ΠΑΝ. ΠΕΙΡΑΙΑ,3.0,924.0,123.0,-746.0,-1338.0,215.0,461.0,432.0,15.0,190.0,440.0,-260.0,440.0,-110.0
316,4,ΠΑΝ. ΠΕΙΡΑΙΑ,3.0,919.0,-12.0,-654.0,-1228.0,463.0,431.0,714.0,263.0,677.0,550.0,-210.0,440.0,-260.0
317,4,ΠΑΝ. ΜΑΚΕΔ.,2.0,189.0,105.0,-805.0,-1027.0,-44.0,259.0,279.0,-149.0,-536.0,300.0,170.0,250.0,160.0
318,2/4,ΠΑΝ. ΠΕΙΡΑΙΑ,5.0,604.0,525.0,-1092.0,-160.0,-576.0,-257.0,390.0,-427.0,787.0,155.0,140.0,315.0,355.0
319,4,ΠΑΝ. ΠΑΤΡΩΝ,3.0,420.0,504.0,-456.0,-1238.0,-281.0,-409.0,930.0,-465.0,705.0,-62.0,-88.0,136.0,-396.0
320,4,ΠΑΝ. ΑΙΓΑΙΟΥ,4.0,523.0,244.0,-5.0,-1264.0,-98.0,-4700.0,295.0,1895.0,695.0,-265.0,-95.0,800.0,-25.0
321,4,ΠΑΝ. ΚΡΗΤΗΣ,3.0,500.0,519.0,-378.0,-1380.0,-152.0,-1981.0,1240.0,234.0,656.0,-155.0,40.0,-510.0,115.0
322,4,ΠΑΝ. ΜΑΚΕΔ.,2.0,324.0,96.0,-480.0,-1163.0,56.0,518.0,542.0,317.0,-138.0,818.0,278.0,157.0,138.0
323,2/3,ΓΕΩΠΟΝΙΚΟ ΠΑΝ.,4.0,482.0,-116.0,2340.0,-167.0,-551.0,-1563.0,-1994.0,435.0,95.0,-1415.0,880.0,2600.0,-4230.0
324,2/3,ΓΕΩΠΟΝΙΚΟ ΠΑΝ.,5.0,246.0,84.0,2605.0,48.0,-968.0,-1733.0,-2394.0,1579.0,246.0,-530.0,460.0,-30.0,30.0
325,2/3,ΓΕΩΠΟΝΙΚΟ ΠΑΝ.,5.0,614.0,-71.0,2352.0,-257.0,-423.0,-497.0,-1463.0,1281.0,-156.0,-55.0,-250.0,-75.0,415.0
326,3/4,ΓΕΩΠΟΝΙΚΟ ΠΑΝ.,4.0,310.0,394.0,1922.0,-68.0,-1508.0,-2349.0,-270.0,1211.0,-151.0,-170.0,300.0,20.0,-190.0
327,2/3,ΓΕΩΠΟΝΙΚΟ ΠΑΝ.,5.0,239.0,426.0,2075.0,-147.0,-989.0,-2248.0,-1710.0,1760.0,-620.0,85.0,-205.0,195.0,455.0
328,2/3,ΓΕΩΠΟΝΙΚΟ ΠΑΝ.,5.0,375.0,-393.0,2390.0,-362.0,-452.0,-844.0,-1437.0,946.0,-111.0,-235.0,-230.0,-200.0,-305.0
329,2/4,ΟΠΑ,3.0,489.0,211.0,-330.0,353.0,-157.0,-17.0,88.0,-109.0,512.0,440.0,-286.0,458.0,500.0
330,2/4,ΕΚΠΑ,2.0,862.0,-514.0,212.0,-410.0,43.0,463.0,-90.0,612.0,-152.0,400.0,-710.0,-120.0,60.0
331,2,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,4.0,920.0,-332.0,592.0,98.0,-15.0,-835.0,-255.0,847.0,-1395.0,708.0,-293.0,156.0,1122.0
332,2,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,1205.0,-1228.0,560.0,-531.0,65.0,-400.0,-95.0,759.0,-374.0,310.0,-490.0,350.0,1190.0
333,2/4,ΟΠΑ,2.0,894.0,-244.0,-56.0,112.0,343.0,458.0,117.0,695.0,-95.0,520.0,-450.0,370.0,90.0
334,1/2/3/4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,258.0,-76.0,-3210.0,1216.0,1800.0,-597.0,-572.0,561.0,-366.0,750.0,-40.0,-120.0,-430.0
336,2/4,ΠΑΝ. ΠΕΙΡΑΙΑ,5.0,585.0,367.0,-642.0,-628.0,-295.0,-44.0,480.0,-75.0,-275.0,415.0,220.0,5.0,415.0
337,4,ΠΑΝ. ΜΑΚΕΔ.,2.0,110.0,-56.0,-948.0,-1303.0,-26.0,187.0,-192.0,-225.0,-475.0,250.0,-500.0,-250.0,275.0
338,2/4,ΑΠΘ,1.0,805.0,-316.0,21.0,-246.0,578.0,282.0,147.0,539.0,-249.0,640.0,-290.0,280.0,20.0
339,2/4,ΠΑΝ. ΠΕΙΡΑΙΑ,2.0,873.0,-141.0,0.0,51.0,343.0,490.0,152.0,649.0,-194.0,615.0,-480.0,195.0,-65.0
340,2,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,4.0,623.0,63.0,-578.0,-180.0,-146.0,-1115.0,39.0,195.0,1623.0,519.0,-1.0,-1406.0,1013.0
341,1/2/3/4,ΠΑΝ. ΔΥΤ. ΜΑΚ.,5.0,648.0,-127.0,-3743.0,1569.0,1938.0,-881.0,-1208.0,519.0,-269.0,700.0,50.0,-225.0,-300.0
342,1/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,6.0,661.0,-123.0,324.0,300.0,-790.0,-1583.0,-1854.0,1148.0,687.0,440.0,-510.0,-665.0,-200.0
344,2/4,ΠΑΝ. ΑΙΓΑΙΟΥ,4.0,751.0,189.0,-928.0,774.0,-1130.0,-3307.0,-3010.0,6053.0,102.0,680.0,-185.0,-140.0,1410.0
345,4,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,3.0,542.0,193.0,-643.0,-1178.0,-225.0,-333.0,902.0,-530.0,455.0,-375.0,-100.0,75.0,-225.0
347,4,ΟΠΑ,2.0,937.0,-518.0,-394.0,-908.0,-101.0,517.0,-46.0,184.0,-814.0,505.0,-860.0,435.0,150.0
348,1,ΠΑΝ. ΑΙΓΑΙΟΥ,5.0,787.0,-550.0,487.0,366.0,-687.0,-502.0,-2062.0,-260.0,75.0,240.0,-340.0,-280.0,280.0
350,4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,480.0,346.0,-639.0,-1489.0,164.0,-137.0,922.0,-630.0,191.0,61.0,-452.0,56.0,-49.0
351,1,ΠΑΝ. ΚΡΗΤΗΣ,5.0,774.0,-486.0,555.0,627.0,-674.0,-1409.0,-686.0,-829.0,-471.0,350.0,-175.0,50.0,-325.0
352,4,ΠΑΝ. ΠΑΤΡΩΝ,3.0,393.0,466.0,-542.0,-921.0,-221.0,-1342.0,1327.0,-207.0,482.0,75.0,125.0,275.0,-260.0
353,2/3/4,ΔΠΘ,5.0,195.0,-230.0,1527.0,-107.0,-1041.0,-3508.0,-3472.0,5665.0,35.0,-875.0,400.0,75.0,-150.0
354,1/4,ΠΑΝ. ΑΙΓΑΙΟΥ,6.0,659.0,-203.0,232.0,337.0,-886.0,-1613.0,-1798.0,1426.0,124.0,285.0,-145.0,-435.0,-385.0
355,1/4,ΠΑΝ. ΠΕΙΡΑΙΑ,2.0,637.0,-88.0,-103.0,268.0,323.0,-415.0,-18.0,-456.0,-729.0,600.0,-765.0,2195.0,-40.0
356,2/4,ΧΑΡΟΚΟΠΕΙΟ,4.0,483.0,168.0,-271.0,-136.0,-1034.0,-1507.0,728.0,932.0,468.0,0.0,650.0,-700.0,525.0
357,1,ΑΠΘ,3.0,426.0,-613.0,162.0,128.0,27.0,-789.0,219.0,-590.0,-1430.0,830.0,-290.0,90.0,320.0
360,2/3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,6.0,413.0,-13.0,2518.0,253.0,-1286.0,-3477.0,-2257.0,4170.0,-1195.0,-200.0,275.0,0.0,300.0
361,4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,464.0,340.0,-328.0,-1294.0,-101.0,-3082.0,1609.0,316.0,279.0,-300.0,200.0,360.0,295.0
362,1/2/3/4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,671.0,-174.0,20.0,500.0,-883.0,-1234.0,-1821.0,325.0,900.0,300.0,-275.0,-75.0,-50.0
363,2,ΑΠΘ,4.0,671.0,-46.0,-160.0,-497.0,-1384.0,-1648.0,485.0,321.0,1004.0,500.0,-400.0,175.0,700.0
366,2/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,4.0,736.0,197.0,250.0,80.0,-343.0,-838.0,-395.0,-339.0,759.0,-480.0,-660.0,-990.0,550.0
367,1/2/3/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,3.0,413.0,-64.0,705.0,241.0,-1074.0,-1086.0,-1537.0,864.0,261.0,-55.0,-100.0,-160.0,265.0
369,2/3/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,465.0,381.0,3470.0,-42.0,-1230.0,-2165.0,-2000.0,624.0,551.0,700.0,200.0,-210.0,203.0
370,2,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,3.0,-355.0,-258.0,-2272.0,952.0,-1321.0,-914.0,901.0,1339.0,-149.0,680.0,-55.0,895.0,550.0
372,2/3,ΠΑΝ. ΑΙΓΑΙΟΥ,6.0,-452.0,-52.0,1950.0,-310.0,-1076.0,-1951.0,-2769.0,2167.0,308.0,-200.0,275.0,0.0,300.0
373,1,ΔΠΘ,4.0,321.0,254.0,453.0,661.0,-629.0,-768.0,-522.0,-829.0,-1336.0,430.0,105.0,440.0,75.0
384,1,ΑΣΚΤ,3.0,-93.0,-21.0,-99.0,91.0,174.0,-943.0,-839.0,-356.0,-974.0,-70.0,-440.0,150.0,-145.0
385,1,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,2.0,1375.0,-585.0,-500.0,-353.0,1546.0,-1298.0,-2379.0,3138.0,102.0,840.0,-2900.0,-520.0,60.0
400,4,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,-720.0,355.0,1345.0,-856.0,-258.0,-3255.0,107.0,1529.0,821.0,125.0,250.0,190.0,40.0
401,1/2/3/4,ΕΚΠΑ,2.0,1022.0,-444.0,1471.0,0.0,131.0,-423.0,-51.0,-34.0,-600.0,183.0,97.0,303.0,-173.0
402,1/2/3/4,ΑΠΘ,3.0,575.0,59.0,1262.0,94.0,320.0,-808.0,-408.0,-553.0,-577.0,-244.0,710.0,-216.0,-289.0
403,1/2/3/4,ΑΠΘ,2.0,948.0,-259.0,1174.0,68.0,422.0,-543.0,71.0,64.0,-891.0,117.0,405.0,350.0,-101.0
404,1/2/3/4,ΔΠΘ,3.0,732.0,118.0,1297.0,63.0,256.0,-735.0,-676.0,-770.0,-692.0,312.0,653.0,-225.0,206.0
405,1/2/3/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,792.0,-74.0,1257.0,48.0,490.0,-544.0,-162.0,-612.0,-543.0,395.0,-46.0,274.0,336.0
406,1/2/3/4,ΑΠΘ,1.0,-7919.0,7444.0,-204.0,-1033.0,2520.0,-1517.0,542.0,-2743.0,-162.0,-1405.0,4500.0,280.0,-440.0
407,1/2/3/4,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,2.0,-4631.0,4782.0,133.0,-1081.0,1476.0,1120.0,-650.0,350.0,530.0,-970.0,500.0,560.0,-2460.0
408,1/2/3/4,ΕΚΠΑ,1.0,-7863.0,8044.0,36.0,-1471.0,1573.0,-434.0,-3070.0,313.0,1097.0,-230.0,3380.0,540.0,100.0
409,1/2/3/4,ΠΑΝ. ΜΑΚΕΔ.,1.0,-7834.0,7327.0,136.0,-624.0,1902.0,-2598.0,360.0,-340.0,410.0,100.0,420.0,220.0,-60.0
411,1,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,497.0,-7.0,262.0,358.0,26.0,-1377.0,-46.0,-1763.0,243.0,-80.0,-160.0,290.0,200.0
412,2/4,ΧΑΡΟΚΟΠΕΙΟ,4.0,672.0,185.0,-158.0,173.0,52.0,357.0,436.0,507.0,138.0,690.0,-740.0,150.0,40.0
413,1,ΑΕΑ ΑΘΗΝΑΣ,6.0,529.0,-203.0,431.0,-54.0,-184.0,-1874.0,-1547.0,2103.0,6672.0,-3530.0,-1885.0,-880.0,4425.0
416,1,ΑΕΑ ΚΡΗΤΗΣ,6.0,1202.0,-629.0,1205.0,-1126.0,993.0,-2010.0,-1482.0,4300.0,-140.0,-10335.0,9760.0,-9760.0,0.0
476,2,ΔΠΘ,5.0,-1520.0,883.0,16.0,467.0,-2323.0,-2291.0,-520.0,2550.0,-100.0,-150.0,270.0,470.0,870.0
477,2,ΑΣΠΑΙΤΕ,4.0,-137.0,302.0,-1770.0,1075.0,-232.0,-1292.0,-863.0,2805.0,-200.0,345.0,-95.0,0.0,610.0
497,2,ΑΣΠΑΙΤΕ,4.0,-177.0,536.0,-2431.0,1651.0,-253.0,-1753.0,-743.0,2748.0,147.0,1410.0,-605.0,65.0,1030.0
507,2,ΑΣΠΑΙΤΕ,5.0,-181.0,570.0,-3568.0,2471.0,-252.0,-2038.0,-981.0,3511.0,534.0,1450.0,-715.0,385.0,2215.0
613,1/4,ΑΣΤΕ,3.0,-885.0,1470.0,3479.0,923.0,-400.0,-1597.0,-2391.0,721.0,1535.0,372.0,50.0,-366.0,-320.0
614,1/4,ΑΣΤΕ,4.0,-2873.0,2556.0,5427.0,1227.0,-144.0,-1382.0,-2694.0,570.0,1517.0,380.0,60.0,-206.0,-450.0
776,2,ΑΣΠΑΙΤΕ,5.0,-334.0,404.0,-2929.0,2002.0,-299.0,-2185.0,-953.0,4401.0,-201.0,850.0,-425.0,-35.0,785.0
801,2/3/4,ΣΣΕ,3.0,785.0,-826.0,31.0,-94.0,-11.0,-253.0,-537.0,-1178.0,3.0,-1805.0,10.0,-1365.0,2125.0
806,2/3/4,ΣΣΕ,3.0,928.0,-1181.0,287.0,-231.0,-161.0,-211.0,-314.0,-390.0,-525.0,-255.0,-3140.0,640.0,2695.0
811,2/3,ΣΝΔ,2.0,1091.0,-754.0,273.0,-400.0,390.0,-757.0,-720.0,-831.0,-819.0,-1781.0,-1668.0,-7.0,40.0
816,2/3,ΣΝΔ,2.0,608.0,-740.0,153.0,-115.0,5.0,-265.0,-763.0,-41.0,-2252.0,-608.0,-2170.0,269.0,-582.0
817,2/4,Α.Ε.Ν.,1.0,-313.0,-60.0,758.0,-487.0,-617.0,-105.0,198.0,-2411.0,761.0,-25.0,-25.0,75.0,-125.0
818,2/4,Α.Ε.Ν.,2.0,-618.0,511.0,-324.0,-635.0,-423.0,2.0,-918.0,-219.0,1044.0,0.0,-25.0,50.0,-100.0
821,2/3,ΣΙ,1.0,1056.0,-686.0,597.0,-659.0,266.0,-560.0,42.0,119.0,-859.0,-10.0,-1550.0,110.0,1315.0
826,2/3,ΣΙ,1.0,167.0,-321.0,-279.0,323.0,-419.0,47.0,-326.0,307.0,-707.0,440.0,-1765.0,-190.0,960.0
831,3,ΣΣΑΣ,2.0,123.0,-336.0,94.0,53.0,-226.0,-241.0,-1024.0,505.0,-230.0,125.0,-450.0,-50.0,500.0
836,3,ΣΣΑΣ,3.0,255.0,-409.0,257.0,-24.0,-274.0,-204.0,-415.0,42.0,-197.0,280.0,-665.0,235.0,765.0
841,3,ΣΣΑΣ,3.0,526.0,-499.0,276.0,-11.0,-290.0,-494.0,-782.0,457.0,69.0,268.0,-509.0,-53.0,374.0
846,3,ΣΣΑΣ,3.0,127.0,-355.0,281.0,-85.0,-166.0,-120.0,-1092.0,471.0,-171.0,200.0,-575.0,-75.0,675.0
851,3,ΣΑΝ,5.0,588.0,-575.0,674.0,-62.0,-121.0,-592.0,-1180.0,590.0,-490.0,150.0,-2225.0,75.0,-800.0
862,2/3/4,ΣΜΥ,4.0,870.0,-857.0,-285.0,30.0,-21.0,-468.0,-748.0,-1128.0,-587.0,-720.0,-600.0,-1120.0,-350.0
863,2/4,ΣΜΥ,4.0,800.0,-879.0,102.0,-333.0,105.0,-364.0,739.0,361.0,-966.0,610.0,-940.0,-1810.0,-1960.0
864,2/4,ΣΜΥΝ,4.0,904.0,-628.0,-636.0,12.0,154.0,-399.0,43.0,654.0,-1554.0,0.0,-2620.0,-2140.0,-40.0
866,1,ΣΣΑΣ,1.0,-144.0,-187.0,425.0,-361.0,96.0,-146.0,-410.0,405.0,-790.0,660.0,-670.0,110.0,40.0
867,4,ΣΣΑΣ,1.0,359.0,-204.0,-657.0,-758.0,647.0,371.0,-236.0,102.0,-462.0,415.0,-530.0,-140.0,140.0
869,1/2/4,ΑΣΤ. ΣΧΟΛΕΣ,1.0,1410.0,-113.0,-310.0,217.0,10.0,118.0,-616.0,621.0,-486.0,310.0,-570.0,90.0,100.0
870,1/2/4,ΑΣΤ. ΣΧΟΛΕΣ,3.0,1734.0,259.0,219.0,-87.0,394.0,-145.0,-2925.0,2760.0,-1555.0,-20.0,-1630.0,-1470.0,-240.0
871,1/2/4,Σ.Π.Α.,1.0,38.0,2800.0,4538.0,-1380.0,141.0,4702.0,-2290.0,2174.0,-339.0,-2010.0,-1100.0,-4810.0,7570.0
872,1/2/4,ΑΣΤ. ΣΧΟΛΕΣ,1.0,1419.0,160.0,-231.0,-516.0,1384.0,579.0,-672.0,953.0,-1138.0,480.0,-480.0,130.0,170.0
875,1,ΣΣΑΣ,1.0,-230.0,102.0,-180.0,20.0,-219.0,253.0,-697.0,639.0,-644.0,510.0,-610.0,-140.0,495.0
