code,field,university,avg_pref_success,base_2013,base_2014,base_2015,base_2016,base_2017,base_2018,base_2019,base_2020,base_2021,base_2022,base_2023,base_2024,base_2025,base_2026
115,1,ΠΑΝ. ΚΡΗΤΗΣ,4.0,15344.0,14865.0,13846.0,14166.0,14060.0,12540.0,10572.0,8525.0,8696.0,9118.0,9558.0,9308.0,9134.0,9052.0
116,1,ΠΑΝ. ΚΡΗΤΗΣ,4.0,13784.0,14102.0,13154.0,13501.0,13500.0,12359.0,10737.0,8750.0,10528.0,9125.0,9425.0,9175.0,9050.0,8975.0
117,1,ΕΚΠΑ,1.0,18571.0,18714.0,18223.0,18229.0,18199.0,18219.0,18013.0,18050.0,18157.0,17950.0,18125.0,18025.0,17875.0,17875.0
119,1,ΑΠΘ,1.0,18400.0,18615.0,18058.0,17938.0,17953.0,17965.0,17824.0,17825.0,17814.0,17150.0,17640.0,17340.0,17280.0,17260.0
120,1,ΑΠΘ,3.0,16133.0,16172.0,15251.0,15380.0,15422.0,14748.0,13333.0,12800.0,12909.0,13420.0,12330.0,11860.0,11580.0,11340.0
121,1,ΔΠΘ,3.0,17914.0,18303.0,17546.0,17409.0,17515.0,17465.0,17225.0,17250.0,17048.0,16500.0,16975.0,16650.0,16725.0,16700.0
122,1,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,5.0,14254.0,14377.0,13647.0,14059.0,14368.0,13319.0,9798.0,8650.0,8807.0,9619.0,9931.0,9220.0,9180.0,9040.0
123,1,ΕΚΠΑ,3.0,16601.0,16994.0,16368.0,16357.0,16497.0,16658.0,16166.0,16475.0,15427.0,14520.0,14770.0,14340.0,14430.0,14650.0
124,1/4,ΠΑΝΤΕΙΟ,4.0,14612.0,15006.0,14701.0,12334.0,14502.0,15117.0,14296.0,14375.0,13386.0,13150.0,13625.0,13125.0,13075.0,13125.0
125,1,ΠΑΝΤΕΙΟ,4.0,15324.0,15672.0,15343.0,15579.0,15862.0,15722.0,14682.0,15025.0,13240.0,12620.0,13120.0,12650.0,12760.0,12930.0
126,1,ΠΑΝΤΕΙΟ,3.0,15531.0,15969.0,15170.0,15408.0,15683.0,15722.0,15163.0,15625.0,15532.0,14320.0,15010.0,14260.0,13860.0,13640.0
128,1/2/3/4,ΕΚΠΑ,2.0,16609.0,16860.0,16075.0,14670.0,14915.0,16059.0,15732.0,16000.0,16161.0,15750.0,16225.0,16100.0,16250.0,15950.0
129,1,ΑΠΘ,2.0,21054.0,20759.0,20206.0,19874.0,19995.0,20039.0,19312.0,19075.0,18427.0,16805.0,18585.0,18550.0,18150.0,17425.0
130,1/2/3/4,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,3.0,14592.0,14612.0,14606.0,11425.0,12468.0,14267.0,13812.0,13725.0,14268.0,13800.0,14450.0,14600.0,14575.0,14100.0
131,1,ΕΚΠΑ,3.0,9273.0,11803.0,12764.0,13331.0,12289.0,10900.0,8844.0,7100.0,10615.0,11430.0,12220.0,11820.0,11680.0,12390.0
132,1/2/3/4,ΠΑΝ. ΚΡΗΤΗΣ,4.0,13847.0,14146.0,14026.0,10985.0,12060.0,13782.0,13024.0,12850.0,13402.0,12675.0,13350.0,13625.0,13375.0,12875.0
133,1,ΑΠΘ,3.0,6595.0,5394.0,9472.0,11700.0,6596.0,6834.0,5580.0,5380.0,11133.0,11985.0,12265.0,12070.0,11715.0,12005.0
134,1/2/3/4,ΑΠΘ,3.0,15558.0,15723.0,15078.0,12151.0,13116.0,14674.0,14079.0,14275.0,14311.0,13625.0,14175.0,14175.0,13875.0,14175.0
135,1,ΕΚΠΑ,2.0,14793.0,12907.0,6636.0,11559.0,9818.0,10424.0,10403.0,6775.0,10989.0,11035.0,11985.0,11945.0,11850.0,11795.0
136,1/2/3/4,ΠΑΝ. ΠΑΤΡΩΝ,3.0,13992.0,13650.0,13715.0,10396.0,11815.0,13618.0,12680.0,12325.0,12487.0,12420.0,12940.0,13100.0,13000.0,12760.0
137,1,ΑΠΘ,2.0,17394.0,12346.0,6682.0,12615.0,11791.0,11310.0,11602.0,7375.0,10769.0,11200.0,11500.0,11970.0,11030.0,11750.0
138,1,ΠΑΝ. ΚΡΗΤΗΣ,5.0,12465.0,12846.0,12077.0,12612.0,12856.0,11596.0,9688.0,8400.0,8168.0,9135.0,9170.0,9185.0,9130.0,8895.0
139,1,ΑΠΘ,2.0,10955.0,6973.0,5597.0,5652.0,4006.0,5350.0,4016.0,6340.0,10783.0,11460.0,12500.0,12730.0,12080.0,11640.0
140,1/2/3/4,ΑΠΘ,3.0,16199.0,16345.0,15733.0,13595.0,14148.0,15473.0,15262.0,15275.0,15821.0,15450.0,16050.0,16100.0,15950.0,15800.0
142,1/2/3/4,ΔΠΘ,4.0,13366.0,13579.0,13576.0,10327.0,11613.0,13318.0,12667.0,11800.0,12635.0,12325.0,12925.0,13025.0,13000.0,12400.0
143,1/2/3/4,ΠΑΝ. ΑΙΓΑΙΟΥ,5.0,12687.0,13200.0,12984.0,9887.0,10992.0,12777.0,11872.0,10900.0,11529.0,11125.0,11925.0,12125.0,11875.0,10950.0
144,4,ΧΑΡΟΚΟΠΕΙΟ,4.0,11584.0,11251.0,12143.0,11737.0,11177.0,10958.0,10379.0,11100.0,11844.0,12148.0,12451.0,12552.0,12556.0,12613.0
145,1,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,5.0,11982.0,12415.0,11910.0,12381.0,12648.0,11268.0,9447.0,7475.0,9813.0,8420.0,8540.0,8400.0,8560.0,8400.0
146,1/2/3/4,ΕΚΠΑ,3.0,13363.0,13035.0,13472.0,13333.0,13509.0,13074.0,12602.0,11125.0,11128.0,10780.0,10760.0,10170.0,10550.0,10875.0
147,1,ΑΠΘ,3.0,16848.0,17020.0,16752.0,16569.0,16831.0,16799.0,15949.0,15415.0,14983.0,15950.0,16640.0,16040.0,16860.0,16840.0
148,1,ΕΚΠΑ,3.0,17849.0,17989.0,17647.0,17349.0,17391.0,17426.0,16845.0,16470.0,16305.0,15950.0,16370.0,15840.0,16110.0,16070.0
149,1,ΠΑΝ. ΚΡΗΤΗΣ,4.0,11956.0,12804.0,12093.0,12742.0,13280.0,13085.0,12602.0,12375.0,11093.0,10110.0,10840.0,10620.0,10250.0,10280.0
150,4,ΟΠΑ,3.0,13878.0,14578.0,14787.0,14247.0,13016.0,13159.0,13804.0,14100.0,14384.0,14780.0,15170.0,14790.0,15150.0,15450.0
151,1,ΠΑΝ. ΚΡΗΤΗΣ,4.0,17306.0,17811.0,17162.0,17121.0,17274.0,17341.0,16846.0,17075.0,17135.0,15905.0,16770.0,16520.0,16165.0,16085.0
152,4,ΠΑΝΤΕΙΟ,6.0,12698.0,13223.0,13870.0,13157.0,12150.0,11897.0,11893.0,12700.0,11902.0,12550.0,12750.0,12675.0,12675.0,12550.0
153,1,ΠΑΝΤΕΙΟ,3.0,16761.0,17107.0,16859.0,16570.0,16902.0,16719.0,16137.0,15490.0,14493.0,14480.0,14960.0,14720.0,15150.0,15330.0
154,1/2/3/4,ΕΚΠΑ,2.0,16000.0,16313.0,15430.0,13320.0,14195.0,15340.0,15092.0,15350.0,15006.0,14675.0,15250.0,14800.0,14800.0,14800.0
155,4,ΠΑΝ. ΠΕΙΡΑΙΑ,3.0,15563.0,16269.0,16196.0,15458.0,14269.0,14082.0,14494.0,14325.0,14153.0,14350.0,14775.0,14550.0,14850.0,15000.0
156,1/2/3/4,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,4.0,13009.0,13126.0,13062.0,9331.0,10833.0,12840.0,12074.0,11375.0,11566.0,11645.0,12170.0,11970.0,11905.0,11640.0
157,4,ΠΑΝ. ΠΕΙΡΑΙΑ,2.0,15975.0,16350.0,16516.0,16086.0,15133.0,15493.0,15971.0,15970.0,15317.0,17040.0,17880.0,18320.0,19210.0,19600.0
158,1/2/3/4,ΠΑΝ. ΚΡΗΤΗΣ,4.0,12693.0,12827.0,12678.0,9179.0,10659.0,12495.0,11553.0,10600.0,10803.0,11360.0,11920.0,12040.0,11600.0,11260.0
159,1/4,ΠΑΝΤΕΙΟ,4.0,13929.0,14133.0,14260.0,14538.0,14693.0,14553.0,13261.0,13575.0,12410.0,12060.0,12760.0,12210.0,12430.0,12410.0
160,1/2/3/4,ΔΠΘ,5.0,12026.0,12523.0,12382.0,8667.0,10289.0,12275.0,11225.0,9925.0,10339.0,10325.0,10925.0,11050.0,10750.0,10400.0
161,1/4,ΠΑΝ. ΜΑΚΕΔ.,2.0,13497.0,12841.0,14240.0,14066.0,12878.0,12738.0,16937.0,17635.0,17217.0,18275.0,18805.0,18895.0,19295.0,18635.0
162,1/2/3/4,ΠΑΝ. ΑΙΓΑΙΟΥ,6.0,11443.0,12165.0,11934.0,8368.0,10060.0,11932.0,10803.0,9250.0,9785.0,9850.0,10300.0,10525.0,10150.0,9850.0
163,1/2/3/4,ΑΠΘ,2.0,13536.0,13429.0,13424.0,14890.0,14660.0,13847.0,13243.0,12750.0,12978.0,13350.0,13300.0,12975.0,13125.0,12625.0
164,1/2/3/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,14870.0,15121.0,14865.0,11966.0,13089.0,14647.0,14361.0,14300.0,14816.0,14325.0,15125.0,15200.0,15125.0,14550.0
165,1,ΠΑΝΤΕΙΟ,4.0,14063.0,14668.0,14461.0,14805.0,15073.0,14867.0,13937.0,13800.0,13060.0,12460.0,13180.0,12460.0,12300.0,12220.0
166,1/2/3/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,13701.0,13778.0,13607.0,9994.0,11414.0,13314.0,12773.0,12100.0,12176.0,12050.0,12600.0,12325.0,12425.0,12075.0
167,1,ΠΑΝ. ΑΙΓΑΙΟΥ,6.0,10848.0,11623.0,11271.0,11682.0,12121.0,11047.0,9932.0,7750.0,8303.0,8650.0,9220.0,8960.0,9075.0,9000.0
168,1/2/3/4,ΑΠΘ,2.0,13326.0,13540.0,13950.0,13609.0,14448.0,14105.0,13635.0,13000.0,12259.0,12400.0,12875.0,11625.0,11425.0,11125.0
169,1/2/3/4,ΠΑΝ. ΠΑΤΡΩΝ,5.0,11310.0,11659.0,11779.0,11752.0,12124.0,11100.0,10190.0,8250.0,9509.0,10070.0,10670.0,9320.0,9040.0,9645.0
170,1,ΠΑΝΤΕΙΟ,2.0,17739.0,18081.0,17478.0,17381.0,17487.0,17579.0,17285.0,17550.0,17584.0,17170.0,17520.0,17290.0,17100.0,17080.0
171,1,ΕΚΠΑ,1.0,17794.0,18205.0,17751.0,17725.0,17826.0,17949.0,17608.0,17875.0,18007.0,17420.0,17845.0,17595.0,17475.0,17395.0
172,1,ΑΠΘ,1.0,17881.0,18197.0,17596.0,17517.0,17549.0,17711.0,17529.0,17725.0,17767.0,16985.0,17565.0,17340.0,17150.0,17040.0
173,1/2/3/4,ΕΚΠΑ,4.0,12893.0,12976.0,13195.0,13982.0,14072.0,13841.0,12036.0,11775.0,11126.0,11372.0,11096.0,10966.0,10810.0,10674.0
174,1,ΠΑΝ. ΜΑΚΕΔ.,3.0,16714.0,17010.0,16628.0,16340.0,16566.0,16711.0,15816.0,15900.0,15614.0,14075.0,14425.0,13725.0,13550.0,13450.0
175,1,ΠΑΝ. ΠΑΤΡΩΝ,4.0,15923.0,16349.0,15408.0,15197.0,15272.0,14185.0,12599.0,11525.0,10552.0,11230.0,10800.0,10750.0,10060.0,9790.0
176,1/4,ΠΑΝ. ΜΑΚΕΔ.,3.0,14952.0,15498.0,14742.0,14924.0,15401.0,15216.0,14021.0,12950.0,12267.0,12430.0,12670.0,11840.0,12240.0,12110.0
177,1,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,14508.0,14812.0,14162.0,14252.0,14332.0,14058.0,12956.0,11275.0,11216.0,10150.0,10550.0,10000.0,9775.0,9675.0
178,1/2/3/4,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,16274.0,16699.0,16119.0,13203.0,14557.0,16175.0,15685.0,15725.0,15188.0,14375.0,14150.0,13100.0,13050.0,12425.0
179,1/4,ΠΑΝΤΕΙΟ,3.0,17450.0,17745.0,17607.0,17587.0,17878.0,18141.0,17602.0,17695.0,16906.0,16560.0,17140.0,16480.0,17040.0,16860.0
180,4,ΠΑΝ. ΑΙΓΑΙΟΥ,3.0,11545.0,11614.0,12257.0,12150.0,11134.0,11080.0,9753.0,8000.0,9682.0,9620.0,10150.0,9850.0,9890.0,10720.0
181,1/4,ΠΑΝ. ΑΙΓΑΙΟΥ,5.0,10541.0,11125.0,11158.0,11433.0,11865.0,10848.0,9087.0,7150.0,8538.0,9105.0,9040.0,8765.0,8798.0,8534.0
182,1,ΕΚΠΑ,2.0,9605.0,5180.0,9161.0,5200.0,9241.0,5359.0,6980.0,4400.0,10665.0,11310.0,13170.0,12515.0,12245.0,11420.0
183,1,ΕΚΠΑ,2.0,10483.0,4404.0,10953.0,8835.0,5681.0,10891.0,6817.0,8945.0,10830.0,11510.0,12270.0,12630.0,11545.0,12710.0
187,1,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,11960.0,13008.0,12584.0,13207.0,13451.0,13019.0,11975.0,11150.0,10553.0,10370.0,10430.0,10230.0,10540.0,10320.0
188,1,ΕΚΠΑ,4.0,12792.0,13042.0,13049.0,13287.0,13543.0,13504.0,11577.0,10425.0,10734.0,11240.0,11900.0,11090.0,11250.0,11060.0
189,1,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,14549.0,14827.0,13256.0,13666.0,13569.0,12305.0,10375.0,8900.0,9526.0,10210.0,9510.0,9590.0,8900.0,8730.0
190,3,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,5.0,13964.0,14602.0,14650.0,16762.0,16594.0,14716.0,11495.0,8600.0,9966.0,10570.0,10270.0,11950.0,9755.0,10195.0
192,1,ΕΚΠΑ,3.0,13382.0,14036.0,13943.0,14221.0,14728.0,14925.0,13691.0,12275.0,11309.0,11095.0,11120.0,10770.0,10225.0,10345.0
200,2/3,ΠΑΝ. ΚΡΗΤΗΣ,5.0,9872.0,8941.0,10051.0,10066.0,10794.0,9108.0,6374.0,4175.0,9391.0,9645.0,9975.0,9640.0,10780.0,11020.0
201,2,ΕΜΠ,2.0,17225.0,18106.0,16785.0,17130.0,16796.0,16860.0,16385.0,16400.0,17076.0,17094.0,17497.0,16832.0,17265.0,18088.0
203,2,ΑΠΘ,3.0,16504.0,17329.0,15977.0,16053.0,15458.0,15345.0,14467.0,14850.0,15584.0,15205.0,15910.0,15355.0,15850.0,17055.0
205,2,ΠΑΝ. ΠΑΤΡΩΝ,4.0,15374.0,16497.0,15006.0,15139.0,14536.0,14264.0,13460.0,13650.0,14289.0,13995.0,14750.0,14285.0,14545.0,16320.0
207,2,ΔΠΘ,4.0,14305.0,15589.0,14170.0,13892.0,13497.0,12913.0,11992.0,12150.0,12772.0,12900.0,13276.0,12852.0,13164.0,14572.0
208,2,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,15025.0,16194.0,14698.0,14742.0,14315.0,14086.0,13140.0,13175.0,14019.0,13790.0,14365.0,13630.0,14105.0,15785.0
209,2,ΕΜΠ,1.0,19404.0,18943.0,18309.0,18467.0,18164.0,18033.0,18014.0,17775.0,18267.0,18196.0,18554.0,18230.0,18128.0,18738.0
210,2,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,14960.0,16920.0,15382.0,15792.0,15346.0,15466.0,14736.0,14500.0,14887.0,14260.0,14804.0,14518.0,14714.0,15698.0
211,2,ΑΠΘ,2.0,17508.0,18476.0,17529.0,17856.0,17459.0,17463.0,17169.0,16950.0,17750.0,17175.0,17750.0,17450.0,17525.0,18225.0
212,2/3/4,ΔΠΘ,6.0,8207.0,8180.0,8360.0,6582.0,10493.0,9925.0,6537.0,2050.0,9492.0,9595.0,8220.0,8950.0,8640.0,8080.0
213,2,ΠΑΝ. ΠΑΤΡΩΝ,2.0,16878.0,17931.0,16967.0,17394.0,17068.0,16952.0,16811.0,16500.0,17273.0,16830.0,17340.0,16700.0,17130.0,18120.0
214,2,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,4.0,12217.0,11732.0,12072.0,12233.0,12300.0,10440.0,8080.0,7325.0,11754.0,12475.0,12975.0,13400.0,14750.0,14400.0
215,2,ΠΑΝ. ΠΑΤΡΩΝ,3.0,14772.0,15504.0,15415.0,15111.0,14658.0,14715.0,14082.0,13575.0,14226.0,13896.0,14753.0,14260.0,14500.0,15785.0
216,2/4,ΠΑΝ. ΚΡΗΤΗΣ,3.0,12553.0,13270.0,13756.0,12590.0,13872.0,14024.0,14668.0,15075.0,15603.0,15617.0,16047.0,15813.0,15646.0,15867.0
217,2,ΕΜΠ,1.0,18471.0,19072.0,18540.0,18628.0,18416.0,18240.0,18314.0,17975.0,18487.0,18470.0,18820.0,18490.0,18390.0,18880.0
218,2/4,ΠΑΝ. ΑΙΓΑΙΟΥ,5.0,9618.0,10636.0,10574.0,10471.0,10692.0,8525.0,5148.0,3925.0,7797.0,8425.0,8575.0,8825.0,8550.0,8475.0
219,2,ΑΠΘ,1.0,17767.0,18670.0,17833.0,18100.0,17691.0,17824.0,17575.0,17450.0,17996.0,17910.0,18260.0,17920.0,17960.0,18550.0
220,2,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,3.0,15916.0,17496.0,16301.0,16540.0,16242.0,16329.0,15664.0,15650.0,16367.0,15740.0,16405.0,15725.0,16000.0,17015.0
221,2,ΠΑΝ. ΠΑΤΡΩΝ,3.0,16984.0,18013.0,16939.0,17137.0,16789.0,16742.0,16411.0,16350.0,16914.0,16395.0,16925.0,16470.0,16575.0,17520.0
222,2/4,ΠΑΝ. ΑΙΓΑΙΟΥ,4.0,9298.0,9362.0,9864.0,9194.0,10185.0,9766.0,5738.0,4925.0,7694.0,8575.0,8700.0,9100.0,9050.0,9375.0
223,2,ΔΠΘ,4.0,16027.0,17278.0,16084.0,15971.0,15551.0,15504.0,14724.0,14500.0,15039.0,14140.0,14750.0,14120.0,14310.0,15740.0
224,2/4,ΔΠΘ,4.0,12437.0,12778.0,13070.0,13375.0,13307.0,12697.0,11217.0,11050.0,11534.0,11800.0,12370.0,11490.0,11590.0,12820.0
225,2,ΕΜΠ,4.0,14892.0,15224.0,14533.0,14942.0,14220.0,13892.0,13047.0,13025.0,14449.0,14140.0,14775.0,14575.0,14715.0,15815.0
227,2,ΑΠΘ,4.0,14142.0,14993.0,13993.0,13935.0,13244.0,12472.0,11591.0,11725.0,12321.0,12580.0,12960.0,12695.0,12655.0,13880.0
228,2,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,11381.0,11406.0,11568.0,11625.0,11754.0,9914.0,7468.0,7600.0,9283.0,9766.0,10613.0,10269.0,10553.0,11690.0
229,2,ΕΜΠ,2.0,18198.0,18700.0,18080.0,18076.0,17852.0,17784.0,17643.0,17325.0,17915.0,17860.0,18250.0,17760.0,17840.0,18590.0
230,2/4,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,4.0,12898.0,13112.0,13596.0,13727.0,13843.0,13442.0,11986.0,11350.0,12092.0,12190.0,12130.0,12030.0,12290.0,12510.0
231,2,ΕΜΠ,1.0,20193.0,20364.0,19838.0,19999.0,19377.0,19334.0,19050.0,19165.0,19929.0,19285.0,19950.0,19335.0,20380.0,20995.0
232,2,ΠΑΝ. ΠΑΤΡΩΝ,2.0,17751.0,17819.0,17324.0,16836.0,16751.0,15812.0,15602.0,16365.0,18840.0,18010.0,18854.0,18554.0,18690.0,19228.0
233,2,ΑΠΘ,1.0,19170.0,19625.0,18578.0,18483.0,18478.0,18102.0,16952.0,17885.0,17372.0,17070.0,17985.0,17365.0,18135.0,19130.0
234,2,ΔΠΘ,3.0,15493.0,14917.0,14797.0,11965.0,13126.0,11537.0,11233.0,12335.0,0.0,13205.0,14365.0,14650.0,15575.0,16765.0
235,2,ΕΜΠ,2.0,17296.0,18300.0,17456.0,18047.0,17817.0,17595.0,17479.0,17000.0,17774.0,17570.0,18155.0,17510.0,17775.0,18455.0
236,2,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,2.0,17171.0,17099.0,16742.0,15226.0,15770.0,14424.0,14109.0,15100.0,14217.0,15855.0,16985.0,16400.0,17105.0,18230.0
237,2,ΑΠΘ,2.0,16421.0,17766.0,16876.0,17596.0,17204.0,17027.0,16474.0,16450.0,17096.0,16680.0,17235.0,16640.0,17000.0,17765.0
238,2/4,ΠΑΝ. ΑΙΓΑΙΟΥ,3.0,9816.0,9142.0,10107.0,9117.0,9963.0,9384.0,7342.0,6975.0,9866.0,8840.0,8950.0,9510.0,10330.0,10580.0
239,2,ΠΑΝ. ΠΑΤΡΩΝ,3.0,15758.0,17129.0,16438.0,17062.0,16674.0,16498.0,15918.0,15700.0,16330.0,15815.0,16420.0,15730.0,16275.0,17120.0
240,4,ΟΠΑ,1.0,16632.0,17518.0,17213.0,17041.0,16883.0,17300.0,17959.0,17900.0,18422.0,17925.0,18350.0,18175.0,18400.0,18425.0
241,2,ΕΜΠ,3.0,14405.0,14998.0,14569.0,15253.0,15141.0,14982.0,14311.0,13775.0,13546.0,13175.0,13425.0,13375.0,13800.0,14700.0
242,2,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,5.0,11130.0,10633.0,11010.0,10758.0,11288.0,9034.0,6063.0,2650.0,9138.0,9280.0,9815.0,9370.0,9440.0,10170.0
243,2,ΕΚΠΑ,2.0,15331.0,15794.0,15514.0,16060.0,15500.0,15152.0,14617.0,14275.0,14671.0,14140.0,14725.0,14405.0,14500.0,15850.0
245,2,ΑΠΘ,2.0,15449.0,16324.0,15574.0,15750.0,15230.0,14620.0,14019.0,13450.0,14485.0,14055.0,14735.0,14460.0,14200.0,14965.0
246,2,ΕΜΠ,3.0,15212.0,15951.0,15547.0,16024.0,15678.0,15748.0,15364.0,15325.0,16058.0,15820.0,16240.0,15510.0,15860.0,16870.0
247,2,ΠΑΝ. ΠΑΤΡΩΝ,3.0,13067.0,13758.0,13634.0,13880.0,13313.0,12260.0,11395.0,10675.0,10618.0,11097.0,11391.0,10064.0,10053.0,10600.0
248,2,ΠΑΝ. ΚΡΗΤΗΣ,4.0,11262.0,11908.0,12373.0,12676.0,12412.0,10201.0,7478.0,6250.0,10102.0,10580.0,10620.0,9450.0,9675.0,10575.0
249,2,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,4.0,12993.0,13470.0,13464.0,13633.0,13210.0,12050.0,10936.0,10025.0,9357.0,12305.0,13100.0,12150.0,9385.0,10315.0
251,2,ΠΑΝ. ΚΡΗΤΗΣ,4.0,12450.0,13103.0,13287.0,13388.0,13055.0,11413.0,9285.0,8975.0,10829.0,10860.0,10800.0,9375.0,9515.0,10600.0
252,2,ΠΑΝ. ΑΙΓΑΙΟΥ,5.0,11282.0,12471.0,11956.0,12239.0,12020.0,10088.0,7501.0,3125.0,9708.0,9445.0,9670.0,9210.0,11275.0,10590.0
253,2,ΕΚΠΑ,2.0,16171.0,16795.0,16118.0,16608.0,16224.0,16092.0,15417.0,15400.0,15834.0,15217.0,14634.0,14183.0,14513.0,15838.0
255,2,ΑΠΘ,2.0,15338.0,16178.0,15590.0,15883.0,15650.0,15400.0,14339.0,14275.0,14328.0,14163.0,14576.0,14237.0,14518.0,13178.0
257,2,ΠΑΝ. ΠΑΤΡΩΝ,4.0,13895.0,14144.0,14323.0,14731.0,14500.0,13913.0,12836.0,12650.0,11374.0,11670.0,12160.0,11520.0,10920.0,11580.0
259,2,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,4.0,13321.0,14024.0,13802.0,14158.0,13999.0,13269.0,11379.0,11500.0,9941.0,11857.0,12835.0,10502.0,9365.0,10416.0
261,2,ΠΑΝ. ΚΡΗΤΗΣ,3.0,13073.0,13876.0,13763.0,14261.0,13974.0,13163.0,11375.0,11075.0,14397.0,12160.0,12825.0,12784.0,13073.0,13871.0
262,2/4,ΠΑΝ. ΠΕΙΡΑΙΑ,4.0,13144.0,13939.0,14034.0,13977.0,13965.0,14029.0,14492.0,15025.0,15518.0,15640.0,16260.0,15830.0,15940.0,15860.0
263,2/3,ΕΚΠΑ,4.0,16274.0,17086.0,16653.0,17011.0,17983.0,17761.0,17332.0,16400.0,17394.0,17420.0,17505.0,17180.0,17275.0,17750.0
265,2/3,ΑΠΘ,5.0,15540.0,16501.0,15954.0,16195.0,17714.0,17349.0,16871.0,15625.0,16837.0,16770.0,16825.0,16665.0,16590.0,17215.0
267,2/3,ΠΑΝ. ΠΑΤΡΩΝ,5.0,14893.0,15913.0,15503.0,15790.0,17465.0,17096.0,16616.0,15225.0,16525.0,16540.0,16480.0,16420.0,16240.0,16740.0
269,2/3,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,5.0,14408.0,15444.0,15017.0,15241.0,17320.0,16867.0,16353.0,14775.0,16200.0,16020.0,15975.0,15720.0,15570.0,16435.0
270,2/3,ΠΑΝ. ΚΡΗΤΗΣ,5.0,14386.0,15410.0,15006.0,15121.0,17275.0,16825.0,16277.0,14625.0,16106.0,15874.0,15690.0,15382.0,15278.0,16083.0
272,2,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,4.0,10650.0,9396.0,10647.0,10492.0,12149.0,11629.0,9693.0,9300.0,9630.0,10475.0,11375.0,11400.0,11950.0,12650.0
273,2/3,ΑΠΘ,5.0,13927.0,14739.0,14202.0,17120.0,16587.0,16162.0,14644.0,13125.0,14188.0,14220.0,13870.0,14290.0,14380.0,13180.0
274,2/3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,4.0,12948.0,13590.0,13147.0,15485.0,15506.0,14668.0,11950.0,10275.0,10611.0,10920.0,9810.0,10970.0,11010.0,11400.0
275,2/3,ΑΠΘ,5.0,11643.0,11442.0,11813.0,11187.0,13434.0,12382.0,10870.0,8775.0,12072.0,11810.0,10730.0,11670.0,11340.0,10460.0
276,2/3/4,ΠΑΝ. ΑΙΓΑΙΟΥ,5.0,9300.0,8065.0,9007.0,8082.0,11005.0,10713.0,7353.0,4300.0,9997.0,8730.0,8270.0,8650.0,8550.0,8440.0
277,2/3,ΕΚΠΑ,4.0,17392.0,18245.0,17677.0,18335.0,18335.0,18051.0,17688.0,16750.0,17663.0,17552.0,17703.0,17493.0,17428.0,17695.0
279,2/3,ΑΠΘ,5.0,17253.0,18057.0,17439.0,18246.0,18205.0,17889.0,17446.0,16500.0,17443.0,17402.0,17439.0,17322.0,17190.0,17551.0
280,2/3,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,5.0,15907.0,16631.0,16246.0,17788.0,17480.0,17050.0,16620.0,15175.0,16650.0,16530.0,16265.0,16270.0,16260.0,16625.0
281,2/3,ΠΑΝ. ΠΑΤΡΩΝ,6.0,16757.0,17671.0,17066.0,18107.0,17974.0,17587.0,17174.0,16100.0,17218.0,17042.0,17050.0,16766.0,16746.0,17138.0
282,2/3,ΠΑΝ. ΚΡΗΤΗΣ,5.0,16665.0,17621.0,16905.0,18063.0,17910.0,17586.0,17105.0,15900.0,17124.0,16768.0,16678.0,16465.0,16430.0,16908.0
283,2,ΕΚΠΑ,4.0,12600.0,12650.0,12944.0,13468.0,12680.0,11833.0,10623.0,9475.0,10904.0,11300.0,11375.0,10875.0,11100.0,11100.0
284,2/3,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,5.0,16175.0,16714.0,16361.0,17840.0,17636.0,17222.0,16697.0,15350.0,16617.0,16430.0,16050.0,16080.0,16030.0,16380.0
285,2,ΑΠΘ,4.0,12865.0,13113.0,13239.0,12991.0,12444.0,11560.0,9785.0,9025.0,9516.0,9850.0,9875.0,9825.0,9825.0,10500.0
